Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_LINE <= 0.29 & 2.85 < Added_lines <= 6.9,0.1402,1.0,1.67488
CountLineComment <= 37.5 & 2.85 < Added_lines <= 6.9,0.11912,1.0,1.67488
AvgLineComment <= 2.04 & 2.85 < Added_lines <= 6.9,0.10931,0.99552,1.66737
CountInput_Mean <= 2.34 & 2.85 < Added_lines <= 6.9,0.10049,0.99512,1.66671
PercentLackOfCohesion <= 14.4 & 2.85 < Added_lines <= 6.9,0.13922,0.99296,1.66308
MaxNesting_Mean <= 0.2 & -0.185 < CountDeclMethodDefault <= 0.275,0.06569,0.98507,1.64988
CountLineComment <= 37.5 & AvgLineBlank <= 0.07,0.08873,0.98343,1.64712
AvgLineBlank <= 0.07 & 2.85 < Added_lines <= 6.9,0.15735,0.97819,1.63835
-0.25 < CountDeclMethodPrivate <= 0.4 & 2.85 < Added_lines <= 6.9,0.17843,0.97527,1.63347
CountClassCoupled <= 1.25 & -0.53 < CountDeclClassVariable <= 0.47,0.07157,0.9726,1.62899
