Antecedent,Antecedent Coverage %,Confidence,Lift
0.953 < OWN_LINE <= 0.984 & 0.51 < MAJOR_LINE <= 1.07 & -2.55 < CountDeclClassVariable <= 0.6,0.04706,1.0,2.03593
MAJOR_LINE <= 0.51 & -10.2 < Added_lines <= 7.4,0.13137,0.99627,2.02833
PercentLackOfCohesion <= 5 & -10.2 < Added_lines <= 7.4,0.1299,0.98491,2.0052
CountDeclInstanceVariable <= 0.02 & -10.2 < Added_lines <= 7.4,0.12353,0.98016,1.99553
CountClassCoupled <= 1.95 & -10.2 < Added_lines <= 7.4,0.11225,0.97817,1.99148
CountLineComment <= 33 & -10.2 < Added_lines <= 7.4,0.10294,0.97619,1.98745
1.95 < CountClassCoupled <= 5.6 & -10.2 < Added_lines <= 7.4,0.09412,0.96875,1.97231
CountInput_Mean <= 2.28 & -10.2 < Added_lines <= 7.4,0.07941,0.96296,1.96052
RatioCommentToCode > 1.33 & MAJOR_LINE <= 0.51,0.06471,0.96212,1.95881
0.51 < MAJOR_LINE <= 1.07 & -10.2 < Added_lines <= 7.4,0.15,0.96078,1.95609
