Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_LINE <= 0.065 & -0.8 < Added_lines <= 9.8,0.13824,1.0,1.86472
0.065 < MAJOR_LINE <= 0.82 & -0.8 < Added_lines <= 9.8,0.08971,1.0,1.86472
CountClassCoupled <= 0.35 & -0.8 < Added_lines <= 9.8,0.1098,0.99554,1.85639
0.35 < CountClassCoupled <= 2.85 & -0.8 < Added_lines <= 9.8,0.11127,0.99119,1.84829
Added_lines <= -0.8 & CountDeclMethodPublic <= 0.55,0.04559,0.98925,1.84467
0.55 < CountDeclMethodPublic <= 3.1 & PercentLackOfCohesion <= 4 & 0.996 < AvgEssential <= 1.053,0.03873,0.98734,1.84111
CountLineComment <= 33.5 & -0.8 < Added_lines <= 9.8,0.10833,0.9819,1.83097
-0.03 < AvgLineBlank <= 0.365 & -0.8 < Added_lines <= 9.8,0.15,0.98039,1.82815
2.85 < CountClassCoupled <= 6.9 & -0.8 < Added_lines <= 9.8,0.08627,0.97727,1.82234
0.49 < CountInput_Min <= 1.015 & -0.8 < Added_lines <= 9.8,0.10441,0.97653,1.82094
