,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2,0,2,0,0,0,2,1,0,1,2,0.32,1,25,1,0,2,2,2.0,1,2,0,0,1.0,0,3,0
40,0,0,2,0,0,4,2,1,1,4,5,0.89,0,41,1,0,7,3,3.83333333333333,1,1,0,0,1.0,0,3,0
389,0,3,1,3,0,0,2,4,5,6,41,0.19,0,90,2,2,3,3,1.36734693877551,0,0,0,0,1.0,0,2,2
393,4,6,1,15,0,0,2,3,3,19,44,0.09,0,94,1,1,12,2,4.49122807017544,0,1,0,6,1.0,0,2,0
427,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,0,0,2,1,0,0,2,2,3,2,11,0.16,0,66,3,0,12,2,3.28571428571429,1,1,0,1,0.666666666666667,0,3,0
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,0,4,1,1,0,1,2,5,2,16,26,0.16,0,83,1,1,21,2,4.59375,0,0,0,8,1.0,0,2,0
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,0,0,1,0,0,1,1,1,0,9,19,0.62,0,88,1,0,6,2,1.63157894736842,0,1,0,0,1.0,0,2,0
737,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1,0,1,1,0,0,3,1,4,4,17,0.1,0,77,2,0,18,2,4.54545454545455,0,0,0,2,1.0,0,2,0
816,8,0,1,1,0,2,3,1,0,8,22,0.35,1,78,1,1,14,2,6.46666666666667,2,1,0,0,1.0,0,2,2
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,0,1,3,0,0,2,1,1,15,26,0.18,0,89,1,1,8,3,2.46428571428571,0,0,0,1,0.6,0,3,0
914,2,0,1,4,2,1,4,1,0,1,7,0.18,0,57,2,1,16,1,4.44444444444444,1,1,0,2,1.0,0,3,1
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,0,0,1,0,0,1,1,1,0,0,4,0.56,1,0,2,0,0,1,0.0,0,7,0,0,0.0,0,2,0
991,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,0,0,1,1,2,1,1,8,0,6,37,0.21,2,85,5,0,6,2,3.94594594594595,0,2,0,0,1.0,0,2,2
1105,0,0,1,1,0,15,3,1,0,0,1,0.71,10,0,5,0,0,1,2.0,2,18,1,1,1.0,0,3,0
1134,2,0,1,3,0,4,2,1,8,13,16,0.42,2,82,3,2,5,2,3.69230769230769,0,1,0,0,1.0,0,2,2
1169,2,0,1,1,0,2,2,2,5,3,4,0.24,2,77,2,0,4,2,2.45454545454545,0,1,0,0,1.0,0,1,0
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,2,1,1,1,0,0,2,3,3,7,5,0.25,0,73,2,2,11,2,3.18181818181818,0,1,0,4,1.0,0,1,1
1429,5,0,1,0,0,2,1,1,7,5,8,0.29,2,68,3,3,3,1,3.35,0,1,0,0,1.0,0,2,0
1496,1,0,2,15,0,0,4,1,6,19,5,0.07,2,85,1,0,2,2,6.83333333333333,0,2,0,0,1.0,0,1,1
1506,0,0,1,0,0,0,3,4,0,2,6,0.22,1,100,2,0,2,2,1.16666666666667,0,2,0,0,1.0,0,1,0
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,1,0,1,2,1,2,2,2,0,13,14,0.32,0,80,1,0,4,5,4.0,1,1,0,1,1.0,0,2,0
1721,0,1,1,1,0,5,4,2,10,6,3,0.39,2,81,3,0,4,2,3.78571428571429,0,1,0,0,1.0,0,2,4
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0,0,2,2,0,1,3,1,6,11,21,0.22,0,87,2,0,13,2,3.22222222222222,0,1,0,6,1.0,0,2,0
1735,0,0,1,7,5,0,2,1,3,6,26,0.15,0,90,1,0,3,4,3.41379310344828,0,0,0,0,1.0,0,3,3
148,1,0,1,1,1,0,1,1,1,7,21,0.11,0,85,1,2,1,2,2.95652173913043,0,0,0,5,0.8,0,3,1
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,0,1,1,0,5,1,1,4,2,21,0.84,0,89,3,0,25,1,3.24,0,1,0,0,1.0,0,2,1
147,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,1,2,1,0,2,3,4,8,12,30,0.24,0,89,2,2,25,2,3.53846153846154,0,0,0,17,1.0,0,3,1
757,0,0,1,1,0,0,3,1,0,6,13,0.16,0,74,1,0,2,1,7.42857142857143,2,1,0,0,0.0,0,2,2
225,0,0,1,2,0,0,2,1,7,19,66,0.06,0,92,1,1,43,2,3.84931506849315,0,0,0,10,1.0,0,3,1
771,0,2,1,6,0,0,2,1,4,10,24,0.22,0,91,2,0,23,2,2.45161290322581,0,0,0,8,1.0,0,2,0
1103,0,0,1,2,0,0,2,3,25,12,14,0.1,0,85,4,0,13,2,6.82051282051282,0,1,0,1,1.0,0,2,1
1582,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,2,0,1,0,0,4,1,1,0,3,20,1.0,0,80,1,0,6,1,2.13636363636364,0,1,0,0,1.0,0,2,1
1722,0,0,2,1,2,1,3,1,15,9,3,0.22,0,90,2,3,4,1,3.83333333333333,1,2,0,0,1.0,0,3,2
502,0,0,1,1,0,0,2,1,5,1,1,0.41,0,62,2,0,8,1,4.16666666666667,1,1,0,0,0.0,0,3,2
1335,0,0,1,0,0,0,1,1,4,0,20,2.75,2,0,2,0,6,1,1.875,0,2,0,0,0.0,0,2,1
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1,0,1,2,0,1,1,1,0,6,17,0.41,0,87,4,0,3,2,2.83333333333333,0,1,0,0,1.0,0,2,0
287,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,
