test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
1934,0,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,36.0,19.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.755141130314322,0.24485886968567794
1934,1,0.0,0.0,1.0,1320.0,0.0,0.0,1.84,23.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7523417219086491,0.24765827809135096
1934,2,0.0,1.0,1.0,2799.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7840304255314837,0.21596957446851622
1934,3,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,19.0,0.0,1.0,0.0,48.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7506850674602391,0.24931493253976086
1934,4,0.0,1.0,7.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,29.4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7140265459431915,0.2859734540568086
1934,5,0.0,1.0,1.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,4056.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7554539205652377,0.24454607943476223
1934,6,0.0,1.0,1.0,3711.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7562741107764601,0.24372588922354005
1934,7,118.0,1.0,1.0,1320.0,0.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.753461413047914,0.2465385869520859
1934,8,0.0,1.0,1.0,1320.0,32.0,0.0,1.84,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,17974.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7554539205652377,0.24454607943476223
1934,9,0.0,1.0,1.0,1320.0,0.0,0.0,15.06,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7014865607348585,0.29851343926514146
208,0,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,25.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,28366.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554539205652377,0.24454607943476223
208,1,329.0,2.0,4.0,281.0,0.0,0.0,0.31,23.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554539205652377,0.24454607943476223
208,2,4.0,2.0,4.0,281.0,54.0,0.0,0.31,0.0,96.0,1.0,0.0,87.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554535424807189,0.2445464575192809
208,3,4.0,2.0,4.0,281.0,0.0,775.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,34.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554321132551163,0.24456788674488333
208,4,4.0,2.0,4.0,281.0,0.0,0.0,0.31,11.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,30165.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554539205652377,0.24454607943476223
208,5,235.0,2.0,4.0,281.0,0.0,0.0,0.31,18.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554538485905093,0.24454615140949068
208,6,4.0,2.0,4.0,281.0,0.0,0.0,61.32,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,8.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7556897057066218,0.24431029429337833
208,7,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,3452.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0,0.7554539205652377,0.24454607943476223
208,8,4.0,2.0,4.0,281.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,4.0,4.0,9.0,0.7554539205652377,0.24454607943476223
209,0,87.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,5.0,1.0,0.0,5.0,11.0,0.7519354399732779,0.24806456002672186
209,1,87.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,28.0,0.0,1.59174311926605,1.0,0.916666666666667,0.0,5.0,11.0,0.7465112939138149,0.25348870608618523
209,2,87.0,1.0,1.0,318.0,3.0,1401.0,0.06,1.0,100.0,1.0,1.0,79.0,2.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7553261795337821,0.24467382046621783
209,3,87.0,1.0,1.0,318.0,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,22242.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7554539205652377,0.24454607943476223
209,4,87.0,1.0,1.0,318.0,3.0,1064.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.916666666666667,0.0,5.0,11.0,0.7537296550895901,0.24627034491041003
