test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
30,0,3.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.7208662,0.27913377,1
30,1,0.0,1.0,2.0,0.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.98616606,0.013833946,2
30,2,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9972175,0.0027825255,3
30,3,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.99955225,0.0004477736,4
30,4,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,4.1,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9996915,0.00030852863,5
30,5,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,0.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9997844,0.0002155676,5
30,6,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.97114706,0.028852932,2
30,7,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9954332,0.0045667794,3
30,8,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,1.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9973423,0.0026577397,4
30,9,0.0,1.0,2.0,14.0,4.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,1.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9979368,0.0020632304,5
30,10,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,2.3,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9998053,0.00019470896,5
30,11,0.0,1.0,0.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9996863,0.00031368912,5
30,12,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.0,0.0,2.0,2.0,0.9994867,0.00051331706,4
30,13,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,4.1,0.0,4.27848101265823,0.0,1.0,0.0,0.0,2.0,2.0,0.99962354,0.000376453,5
30,14,0.0,1.0,0.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9967968,0.0032032249,4
30,15,0.0,1.0,0.0,14.0,2.0,8.0,0.0,17.0,0.41,13.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9976471,0.0023528715,5
30,16,0.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.0,0.0,2.0,2.0,0.99965847,0.00034151017,5
30,17,0.0,1.0,2.0,0.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9961122,0.0038877844,3
30,18,0.0,1.0,2.0,0.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,4.1,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9973183,0.0026816654,4
30,19,0.0,1.0,2.0,0.0,4.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,4.0,2.0,4.1,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9979182,0.0020818154,5
49,0,59.0,1.0,2.0,17.0,1.0,25.0,1.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5561298,0.44387016,1
49,1,59.0,1.0,2.0,0.0,1.0,25.0,9.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.58582914,0.41417083,1
49,2,3.0,1.0,2.0,17.0,1.0,25.0,9.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5815385,0.4184615,1
49,3,0.0,1.0,2.0,0.0,1.0,25.0,0.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,4.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.9990227,0.0009772531,4
49,4,0.0,1.0,2.0,0.0,1.0,25.0,0.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,4.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,2.0,3.0,0.99965805,0.00034195912,5
49,5,0.0,1.0,2.0,0.0,1.0,25.0,0.0,29.0,0.15,13.0,177.0,4.0,4.0,3.0,4.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.9993758,0.00062420935,5
