test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
39,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,9.492431640625,8.49072265625,0.77,0.0,97.0,1.0,2.0,1.4896771907806396,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.8452592329545454,0.0,3.0,1.0,0.5,0.5,4,390713778409.0904
41,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,1.499267578125,7.01204819277108,0.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.54,0.46,1,4500732421875.0
46,0,0.499267578125,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,21.0,35.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,5.0,0.9375152349472047,0.0,3.0,2.0,0.55,0.45,2,4513370012212.412
56,0,0.0,4.0,1.0,1.0,0.0,9.0,2.0,5.0,20.0,21.0,44.99341171979904,1.44,0.0,94.0,1.0,1.0,50.0,6.0,4.16831683168317,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.5,0.5,1,7.196049345787527
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.13,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,2.5,0.888888888888889,0.0,3.0,1.0,0.55,0.45,1,4.384189936594911
92,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,1.499878168106079,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.0,0.0,0.0,5.49853515625,0.9375152479518543,0.0,3.0,2.0,0.56,0.44,3,3502155522754.6846
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,0.0,0.775146484375,0.0,2.0,1.0,0.52,0.48,1,775146484375.0
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.937506091594696,0.0,3.0,1.0,0.56,0.44,1,37506091594.695984
148,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.9000244021415711,0.0,3.0,1.0,0.52,0.48,1,100024402141.57106
149,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0,26.0,0.47,0.0,92.0,1.0,2.0,12.0,2.0,2.74074074074074,1.0,1.0,0.0,5.499267578125,0.846153846153846,0.0,2.0,0.0,0.61,0.39,1,5.059174707857777
154,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,0.9286295572916667,0.0,2.0,0.0,0.52,0.48,1,261962890624.99982
157,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,8.0,27.0,0.25,0.0,82.0,2.0,0.0,14.0,1.0,2.35714285714286,0.0,1.0,0.0,7.49951171875,0.9,0.0,2.0,0.0,0.5,0.5,1,1.6865562398815013
203,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,23.0,50.0,0.36,0.0,95.0,2.0,0.0,24.0,1.0,2.6,1.0,1.0,0.0,6.499634146690369,0.909090909090909,0.0,3.0,1.0,0.51,0.49,1,3.0354551823193012
218,0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,30.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,0.0,0.0,0.0,6.497802734375,0.9375152447644401,0.0,3.0,1.0,0.52,0.48,2,172809362411.49915
219,0,0.4990234375,4.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,22.0,58.0,0.17,0.0,94.0,2.0,1.0,5.498046875,2.0,3.94736842105263,0.0,0.0,0.0,39.0,0.9375152404491718,0.0,3.0,1.0,0.51,0.49,3,6505599358079.151
225,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,66.0,0.06,0.0,92.0,1.0,1.0,4.49658203125,2.0,3.84931506849315,0.0,0.0,0.0,10.0,0.9375152468681335,0.0,3.0,1.0,0.5,0.5,2,137515246868.13345
230,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,5.4970703125,0.9375152455435858,0.0,3.0,2.0,0.55,0.45,2,159737467765.80777
246,0,0.499267578125,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,38.0,76.0,0.15,0.0,95.0,1.0,1.0,70.0,4.0,3.09574468085106,0.0,1.0,0.0,5.498046875,0.9375152307398178,0.0,3.0,1.0,0.51,0.49,3,4519196916743.694
359,0,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,29.0,0.19,0.0,100.0,2.0,5.0,6.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,0.9375151991844177,0.0,2.0,2.0,0.5,0.5,1,937515199184.4177
379,0,2.0,0.0,2.0,0.0,0.0,0.0,1.4998779892921448,1.0,0.0,1.0,2.0,0.32,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.3,1,500122010707.8552
393,0,4.0,6.0,1.0,15.0,0.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09,0.0,94.0,1.0,1.0,12.0,2.0,4.49122807017544,0.0,1.0,0.0,5.5,0.9375152289867401,0.0,2.0,0.0,0.52,0.48,2,437515228986.7401
427,0,0.498779296875,10.0,1.0,5.0,2.0,1.0,2.0,1.0,0.0,22.0,24.0,0.18,0.0,91.0,1.0,0.0,10.0,3.0,2.019016472868217,0.0,1.0,0.0,11.0,1.0,0.0,2.0,0.0,0.5,0.5,2,8501220703125.0
431,0,0.0,10.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,10.999759197235107,23.0,0.6,0.0,83.0,1.0,0.0,3.0,3.0,5.78787878787879,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.51,0.49,1,0.6746531787159169
503,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,28.0,36.0,23.499878883361816,0.14,0.0,93.0,1.0,2.0,40.0,2.0,4.15942028985507,0.0,0.0,0.0,2.498779296875,1.0,0.0,3.0,0.0,0.5,0.5,2,6.709932762171262
505,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,11.0,0.16,0.0,66.0,3.0,0.0,12.0,2.0,3.28571428571429,1.0,1.0,0.0,3.0,0.7750121752421064,0.0,3.0,0.0,0.5,0.5,1,108345508575.43948
725,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,16.0,26.0,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.0,0.0,3.4996341466903687,0.875,0.0,2.0,0.0,0.51,0.49,1,3.0354551823193012
726,0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,37.0,67.0,0.15,0.0,95.0,1.0,0.0,2.49365234375,1.49951171875,2.90361445783133,0.0,1.0,0.0,2.49951171875,0.846153846153846,0.0,2.0,1.0,0.51,0.49,3,2500488281250.0
727,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,19.0,0.62,0.0,88.0,1.0,0.0,6.0,2.0,1.63157894736842,0.0,1.0,0.0,0.0,0.6333902478218079,0.0,2.0,0.0,0.5,0.5,1,633390247821.8079
737,0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,30.0,0.12,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,0.0,0.0,0.900146484375,0.0,3.0,1.0,0.5,0.5,1,900146484375.0
754,0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,13.0,4.9931640625,0.15,0.0,94.0,2.0,0.0,21.0,3.0,2.9622641509434,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.5,0.5,1,9.669237811387726
756,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,84.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.48809523809524,1.0,1.0,0.0,0.0,0.5833536386489868,0.0,3.0,0.0,0.5,0.5,1,583353638648.9868
771,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,24.0,0.22,0.0,91.0,2.0,0.0,23.0,2.0,2.45161290322581,0.0,0.0,0.0,5.499755859375,1.0,0.0,2.0,0.0,0.62,0.38,1,1.686391569285926
773,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,4.0,17.0,0.1,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,5.5,1.0,0.0,2.0,0.0,0.56,0.44,1,2.360717658166491
