test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,0.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,30.0,75.0,0.54,0.0,97.0,2.0,3.0,18.0,6.0,7.01204819277108,2.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,0.5412134,0.45878664,3
65,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,16.0,0.11,0.0,86.0,2.0,0.0,27.0,1.0,5.52173913043478,1.0,1.0,0.0,9.0,0.888888888888889,0.0,3.0,1.0,0.52133024,0.47866976,1
92,0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,5.0,33.0,64.0,143.0,0.29,0.0,98.0,1.0,2.0,63.0,2.0,6.19774011299435,0.0,0.0,0.0,22.0,0.818181818181818,0.0,3.0,2.0,0.639799,0.360201,1
104,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,3.24,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.42267424,0.57732576,1
147,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.25,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,1.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,0.49951684,0.50048316,1
148,0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,21.0,0.11,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.3849113,0.6150887,2
1762,0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,7.0,5.0,0.25,0.0,73.0,2.0,2.0,11.0,2.0,3.18181818181818,0.0,1.0,0.0,4.0,0.75,0.0,1.0,1.0,0.48375922,0.5162408,1
154,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,1.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,6.0,0.666666666666667,0.0,2.0,0.0,0.61971164,0.38028833,1
218,0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,4.0,8.0,12.0,30.0,0.24,0.0,89.0,2.0,2.0,25.0,2.0,3.53846153846154,1.0,0.0,0.0,17.0,0.764705882352941,0.0,3.0,1.0,0.49674708,0.5032529,2
219,0,7.0,4.0,1.0,2.0,0.0,1.0,2.0,12.0,7.0,22.0,58.0,0.17,0.0,94.0,2.0,2.0,50.0,2.0,3.94736842105263,4.0,0.0,0.0,39.0,0.692307692307692,0.0,3.0,1.0,0.5055952,0.49440482,2
1765,0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,0.4,0.0,58.0,2.0,0.0,10.0,1.0,3.66666666666667,1.0,1.0,0.0,4.0,0.5,0.0,2.0,0.0,0.4450661,0.5549339,3
225,0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,66.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,3.84931506849315,0.0,0.0,0.0,10.0,0.8,0.0,3.0,1.0,0.42778438,0.5722156,1
230,0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,37.0,0.18,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,18.0,0.777777777777778,0.0,3.0,2.0,0.75224036,0.24775964,1
287,0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,9.0,0.7,0.0,76.0,4.0,0.0,7.0,2.0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5731969,0.4268031,1
326,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,37.0,93.0,0.33,0.0,96.0,2.0,2.0,15.0,2.0,11.659793814433,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.7899281,0.21007195,2
359,0,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,29.0,0.19,0.0,100.0,2.0,5.0,0.0,2.0,2.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5120747,0.48792526,1
379,0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.4,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4512152,0.5487848,1
