,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
203,4.0,0.5,6.0,1.0,0.0,1.0,2.0,22.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,6.0,1.0,4.0,7.0,5.000000000000001,1.0,0.0,0.5,0.0,3.0,4.0
216,5.0,56.0,1.0,1.0,51.0,1.0,1.0,102.0,5.0,1.0,2.0,56.0,0.0,2.0,0.0,5.0,2.0,0.0,2.48275862068966,1.0,1.0,0.0,1.0,0.0,3.0,3.0
897,2.0,9.0,17.000000000000004,3.0,1.0,6.0,3.0,133.00000000000003,1.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,3.0
1669,1.0,5.0,35.0,2.0,0.0,0.0,1.0,42.0,2.0,2.0,0.0,35.0,0.0,6.0,0.0,5.0,1.0,0.0,1.86486486486486,1.0,1.0,0.0,1.0,0.0,1.0,2.0
2829,5.0,9.0,0.5,1.0,0.0,6.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,9.0,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,0.0,3.0,2.0
2994,9.0,3.0,20.0,0.5,0.0,0.0,2.0,37.0,3.0,6.0,11.0,20.000000000000004,0.0,3.0,0.0,9.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0
4555,1.0,1.0,1.0,1.0,1.0,0.0,5.000000000000001,20.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,17.4,3.0,1.0,0.0,1.0,0.0,1.0,1.0
4941,7.0,2.0,5.0,0.0,2.0,1.0,2.0,71.0,2.0,7.0,9.0,23.0,0.0,3.0,0.0,7.0,2.0,1.0,4.54285714285714,1.0,1.0,0.0,1.0,0.0,2.0,5.0
755,16.0,0.0,3.999999999999999,0.5,0.0,3.0,2.0,86.0,5.0,7.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0
195,5.0,1.0,13.0,0.5,0.0,2.0,2.0,76.0,3.0,8.0,8.0,13.0,0.0,2.0,0.0,18.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,0.0,2.0,5.0
770,2.0,1.0,18.0,10.0,0.5,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,10.000000000000002,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,5.0
3867,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,,,,,,,,,,,,,,,,,,,,,,,,,,
