"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'ADEV <= 1.41'","b'target = 0'",0.2021,443,0.19982,438,0.98871,0.02547,1.14609,4.94564e-25,0.86268,1891
"b'000001'","b'0.9978 < OWN_COMMIT <= 1.022'","b'target = 0'",0.58622,1285,0.57482,1260,0.98054,0.06909,1.13662,5.076e-87,0.86268,1891
"b'000002'","b'1.41 < ADEV <= 2.15'","b'target = 0'",0.24407,535,0.23586,517,0.96636,0.0253,1.12017,2.49507e-19,0.86268,1891
"b'000003'","b'CountClassCoupled <= 0.28'","b'target = 0'",0.18294,401,0.17427,382,0.95262,0.01645,1.10425,1.47135e-10,0.86268,1891
"b'000004'","b'0.914 < AvgCyclomaticModified <= 1.074'","b'target = 0'",0.38458,843,0.36542,801,0.95018,0.03365,1.10142,1.36724e-23,0.86268,1891
"b'000005'","b'1.25 < RatioCommentToCode <= 1.975'","b'target = 0'",0.17609,386,0.16651,365,0.9456,0.0146,1.09611,1.04904e-08,0.86268,1891
"b'000006'","b'CountClassBase <= 0.685'","b'target = 0'",0.17062,374,0.16013,351,0.9385,0.01294,1.08789,3.45038e-07,0.86268,1891
"b'000007'","b'1.76 < CountClassCoupled <= 3.72'","b'target = 0'",0.20757,455,0.1948,427,0.93846,0.01573,1.08784,1.0901e-08,0.86268,1891
"b'000008'","b'0.28 < CountClassCoupled <= 1.76'","b'target = 0'",0.22035,483,0.20666,453,0.93789,0.01657,1.08718,4.16457e-09,0.86268,1891
"b'000009'","b'1.14 < CountInput_Mean <= 1.81'","b'target = 0'",0.19526,428,0.18294,401,0.93692,0.01449,1.08605,7.01497e-08,0.86268,1891
