"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'ADEV <= 1.41'","b'target = 0'",0.21381,446,0.21093,440,0.98655,0.03166,1.17664,4.26746e-30,0.83845,1749
"b'000001'","b'OWN_COMMIT > 1.017'","b'target = 0'",0.09348,195,0.09108,190,0.97436,0.01271,1.1621,2.13967e-10,0.83845,1749
"b'000002'","b'0.9925 < OWN_COMMIT <= 1.017'","b'target = 0'",0.46357,967,0.44823,935,0.96691,0.05955,1.15321,1.0572e-56,0.83845,1749
"b'000003'","b'0.62 < RatioCommentToCode <= 1.035'","b'target = 0'",0.19367,404,0.18456,385,0.95297,0.02218,1.13659,8.16386e-15,0.83845,1749
"b'000004'","b'0.65 < CountDeclMethodPublic <= 2.85'","b'target = 0'",0.19128,399,0.17881,373,0.93484,0.01844,1.11496,2.2579e-10,0.83845,1749
"b'000005'","b'1.41 < ADEV <= 2.17'","b'target = 0'",0.20374,425,0.18696,390,0.91765,0.01614,1.09446,9.71874e-08,0.83845,1749
"b'000006'","b'0.96 < AvgCyclomaticModified <= 1.165'","b'target = 0'",0.32982,688,0.30201,630,0.9157,0.02548,1.09214,1.57556e-12,0.83845,1749
"b'000007'","b'PercentLackOfCohesion <= 0'","b'target = 0'",0.28044,585,0.25647,535,0.91453,0.02134,1.09074,4.45176e-10,0.83845,1749
"b'000008'","b'2.89 < AvgLineComment <= 5.01'","b'target = 0'",0.22579,471,0.20614,430,0.91295,0.01682,1.08886,1.02524e-07,0.83845,1749
"b'000009'","b'-0.23 < CountDeclInstanceVariable <= 0.66'","b'target = 0'",0.28092,586,0.25551,533,0.90956,0.01998,1.08481,5.87364e-09,0.83845,1749
