test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
42,0,1.0,2.0,0.0,7.0,0.0,0.92,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,168.99755859375,0.666666666666667,0.0,2.0,5.0,0.5939086675643921,0.4060913026332855,1,60.031324299332226
52,0,0.0,2.0,0.0,6.0,5.0,0.43,0.0,80.0,2.0,0.0,20.0,1.0,5.23076923076923,1.0,7.0,1.0,1.0,1.545444742838539,0.0,0.0,1.0,0.0,2.0,2.0,0.5708802342414856,0.4291197657585144,1,0.2567357133915231
63,0,1.0,1.0,0.0,6.0,0.0,1.4999462890624997,0.0,0.0,2.0,1.0,14.0,2.0,3.05263157894737,0.0,0.842105263157895,0.0,1.0,0.0,0.0,2.0,0.333333333333333,0.0,6.0,5.0,0.5532165765762329,0.4467834234237671,1,3.6857396054561824
64,0,16.0,2.0,12.0,2.0,7.0,0.29,0.0,95.0,3.0,12.0,19.99853801727295,3.0,4.72222222222222,0.0,5.05555555555556,1.0,1.0,1.0,0.0,199.0,0.3,0.0,3.0,15.0,0.6122721433639526,0.387727826833725,1,7.082399497963033
65,0,1.0,1.0,8.0,4.0,0.0,0.53,0.0,88.0,2.0,1.0,6.999513387680054,2.0,2.0736328125,0.0,3.95789473684211,1.0,1.0,0.5,0.0,48.0,0.571428571428571,0.0,5.0,7.0,0.5792545080184937,0.42074549198150635,2,8.87558066110672
73,0,0.0,2.0,9.0,5.0,0.0,0.63,0.0,77.0,3.0,8.0,13.0,2.0,4.78947368421053,0.0,3.84210526315789,0.0,1.0,0.785714285714286,0.0,4.9951171875,0.5,0.0,1.0,8.0,0.7144601345062256,0.2855398654937744,1,59.35848024581184
79,0,4.0,1.0,2.0,4.0,1.0,0.73,0.0,84.0,3.0,4.0,9.0,4.0,11.5714285714286,1.0,3.19047619047619,1.0,1.0,0.739130434782609,0.0,4.998046875,0.6,0.0,1.0,6.0,0.5166553258895874,0.483344703912735,1,12.816641794811265
95,0,0.0,1.0,0.0,1.999511957168579,2.0,0.33,0.0,80.0,2.0,0.0,18.0,1.0,5.53846153846154,1.0,5.38461538461539,1.0,1.0,1.86666666666667,0.0,4.0,0.5,0.0,5.0,2.0,0.5042037963867188,0.49579620361328125,1,0.6746553496663787
247,0,9.0,1.0,8.0,4.0,21.0,0.4,0.0,92.0,2.0,0.0,15.997804343700409,2.0,5.32835820895522,0.0,6.41791044776119,1.0,1.0,0.987179487179487,0.0,168.98707330226898,0.25,0.0,3.0,6.0,0.5092397928237915,0.4907602369785309,2,108.64414738223172
1125,0,1.0,1.0,64.0,7.0,0.0,0.3399845367670059,0.0,97.0,2.0,0.0,19.997251510620117,1.0,9.41538461538462,0.0,12.5692307692308,1.0,1.0,1.78571428571429,0.0,283.0,0.571428571428571,0.0,2.0,10.0,0.5028727054595947,0.49712732434272766,2,17.369202186365577
1126,0,0.0,1.0,64.0,6.0,0.0,0.67,0.0,0.0,1.0,0.0,136.0,1.0,4.72307692307692,0.0,7.10769230769231,1.0,1.0,0.434782608695652,0.0,20.995363652706146,0.333333333333333,0.0,3.0,4.0,0.7653635144233704,0.23463650047779083,1,13.492942362930231
1127,0,0.0,1.0,15.0,5.0,0.0,0.73,0.0,0.0,1.0,0.0,32.0,1.0,3.4375,0.0,5.375,1.0,1.0,0.944444444444444,0.0,1.99951171875,0.5,0.0,3.0,1.0,0.5687819719314575,0.4312179982662201,1,8.768709214380973
500,0,10.0,2.0,12.0,5.0,0.0,0.58,0.0,87.0,1.0,0.0,16.998047828674316,2.0,5.55357142857143,1.0,4.98214285714286,1.0,1.0,1.03448275862069,0.0,0.9228515625,0.25,0.0,4.0,1.0,0.5038543939590454,0.496145635843277,2,254.33863141992333
701,0,0.0,2.0,1.998046875,6.0,1.0,0.62,0.0,87.0,2.0,3.0,18.0,1.0,9.52272727272727,0.0,4.5,1.0,1.0,0.927083333333333,0.0,9.0,0.75,0.0,2.0,11.0,0.5863163471221924,0.41368368268013,1,64001953125000.0
175,0,0.0,1.0,0.0,0.0,0.0,1.43,0.0,100.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,74.0,1.0,8.0,5.0,14.0,0.8800771236419678,0.11992286145687103,1,1.5435461611062555
1189,0,0.0,2.0,0.0,0.9997559785842896,0.0,0.37,0.0,66.0,2.0,0.0,24.0,3.0,4.125,0.0,6.625,0.0,1.0,2.58333333333333,0.0,2.0,0.666666666666667,0.0,1.0,2.0,0.9719125032424927,0.028087478131055832,1,0.3373276748331894
43,0,5.0,1.0,1.99609375,6.0,0.0,0.74,0.0,64.0,1.0,0.0,19.0,1.0,5.96428571428571,2.0,4.78571428571429,1.0,1.0,0.6,0.0,70.0,0.3,0.0,4.0,2.0,0.7951568365097046,0.2048431634902954,1,26003906250000.0
1363,0,1.0,2.0,0.0,4.0,0.0,0.47,0.0,79.0002429485321,2.0,1.0,9.0,3.0,3.2,0.0,4.8,0.0,1.0,1.22222222222222,0.0,13.0,0.333333333333333,0.0,2.0,2.0,0.6504078507423401,0.3495921492576599,1,0.6744993840313046
125,0,59.0,1.0,0.0,11.0,0.0,3.48,0.0,0.0,1.0,1.0,6.99853515625,1.0,0.88135593220339,0.0,0.423728813559322,0.0,1.0,0.0,0.0,72.0,0.333333333333333,0.0,5.0,5.0,0.5830955505371094,0.4169044494628906,1,2.5295873539301685
218,0,37.0,1.0,20.0,1.0,1.0,0.58,0.0,96.0,2.0,2.0,19.99951672554016,2.0,5.23863636363636,0.0,2.18181818181818,0.0,1.0,0.189473684210526,0.0,39.0,0.25,0.0,3.0,10.0,0.5870845317840576,0.4129154682159424,1,0.3373268707776038
299,0,3.0,2.0,5.0,4.0,4.0,0.25,2.0,88.0,2.0,4.0,14.996827900409698,2.0,5.91666666666667,1.0,9.83333333333333,1.0,1.0,1.4,0.0,17.0,0.4,0.0,3.0,8.0,0.7022430896759033,0.29775694012641907,1,2.6984979258713753
310,0,2.0,1.0,21.0,13.0,0.0,0.99,0.0,85.0,1.0,0.0,6.99609375,1.0,7.52380952380952,2.0,5.42857142857143,1.0,1.0,0.826086956521739,0.0,0.997314453125,0.416666666666667,0.0,6.0,2.0,0.6564016342163086,0.343598335981369,2,63.468740722876426
321,0,13.0,2.0,0.0,8.0,4.0,0.43,1.0,91.0,3.0,2.0,5.9921875,2.0,8.18279569892473,0.0,7.67741935483871,1.0,1.0,1.57692307692308,0.0,1033.0,0.434782608695652,3.0,4.0,11.0,0.5394557118415833,0.46054428815841675,1,7.757961098744139
