,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,1.0,1.0,3.0,2.0,5.0,1.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,318.0,0.461538461538462,0.0,5.0,0.0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,5.0,11.0,0.99,0.0,72.0,2.0,0.0,12.0,1.0,2.72727272727273,1.0,4.09090909090909,1.0,1.0,0.2,39.0,0.357142857142857,0.0,5.0,2.0
1360,5.0,2.0,2.0,7.0,3.0,4.0,4.0,0.0,18.0,11.0,0.59,0.0,69.0,3.0,0.0,8.0,1.0,4.44444444444444,1.0,4.38888888888889,1.0,1.0,1.17391304347826,490.0,1.0,0.0,3.0,0.0
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,4.0,9.0,0.79,0.0,74.0,2.0,0.0,11.0,1.0,3.33333333333333,1.0,4.11111111111111,1.0,1.0,0.642857142857143,326.0,0.1,0.0,4.0,4.0
42,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,0.25,0.0,76.0,3.0,2.0,8.0,1.0,4.0,1.0,7.16666666666667,1.0,1.0,0.928571428571429,32.0,0.333333333333333,0.0,3.0,2.0
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.85714285714286,1.0,1.0,0.0,22.0,0.428571428571429,0.0,2.0,2.0
92,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.2,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,1.0,1.0,0.0,28.0,0.5,0.0,1.0,2.0
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,1.0,0.0,2.0,1.0,1.8,0.0,1.2,1.0,1.0,0.416666666666667,161.0,0.4,0.0,3.0,0.0
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,0.27,0.0,91.0,4.0,0.0,4.0,1.0,1.5,0.0,2.125,1.0,1.0,0.0,228.0,0.428571428571429,0.0,3.0,0.0
94,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.54,0.0,0.0,4.0,0.0,8.0,1.0,2.0,1.0,5.5,5.0,1.0,0.75,79.0,0.2,0.0,2.0,2.0
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,3.0,0.58,1.0,44.0,2.0,0.0,10.0,1.0,3.66666666666667,2.0,6.66666666666667,2.0,1.0,0.0,17.0,0.285714285714286,0.0,3.0,0.0
160,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.33,2.0,66.0,2.0,0.0,15.0,2.0,4.0,3.0,3.0600000000000014,7.0,1.0,2.0,145.0,0.333333333333333,0.0,1.0,3.0
291,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,6.0,12.0,0.48,0.0,53.0,1.0,0.0,20.0,2.0,10.1538461538462,2.0,3.53846153846154,1.0,1.0,0.375,175.0,0.5,0.0,1.0,2.0
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,0.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,12.0,0.25,1.0,86.0,1.0,0.0,1.0,3.0,4.7,2.0,4.9,0.0,1.0,0.863636363636364,19.0,0.5,0.0,2.0,2.0
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,16.0,0.0,1.0,18.0,12.0,2.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,16.0,2.0,3.19191919191919,0.0,1.6,0.0,1.0,0.756521739130435,145.0,0.375,0.0,3.0,9.0
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,7.0,0.23,0.0,61.0,2.0,0.0,7.0,1.0,3.25,0.0,4.0,1.0,1.0,0.545454545454545,125.0,0.25,0.0,1.0,4.0
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,4.0,0.64,0.0,25.0,1.0,1.0,9.0,1.0,5.75,3.0,7.0,4.0,1.0,1.125,89.0,0.375,0.0,4.0,4.0
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,7.0,8.0,1.0,0.0,71.0,2.0,1.0,9.0,1.0,20.25,1.0,4.625,1.0,1.0,0.583333333333333,29.0,0.545454545454545,0.0,5.0,6.0
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,7.0,26.0,0.4,0.0,76.0,2.0,0.0,3.0,2.0,3.67647058823529,0.0,3.14705882352941,1.0,1.0,0.805555555555556,46.0,0.5,0.0,3.0,6.0
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,48.0,2.2700000000000005,1.0,97.0,4.0,0.0,38.0,1.0,2.76666666666667,0.0,4.26666666666667,0.0,1.0,0.454545454545455,1208.0,0.363636363636364,0.0,1.0,3.0
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.71,0.0,0.0,2.0,0.0,0.0,1.0,1.25,0.0,1.75,1.0,1.0,0.5,25.0,0.4,0.0,3.0,0.0
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,0.0,0.0,1.0,0.0,5.0,3.0,1.0,1.0,2.0,56.0,0.75,0.0,40.0,2.0,1.0,1.0,3.0,3.87719298245614,0.0,1.92982456140351,1.0,1.0,0.525423728813559,11.0,0.75,0.0,2.0,2.0
1148,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.28,4.0,50.0,4.0,0.0,16.0,2.0,4.0,2.0,10.0,4.0,1.0,0.833333333333333,6.0,1.0,0.0,2.0,1.0
1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,6.0,16.0,1.0,2.0,3.0,1.0,30.0,0.0,41.0,147.0,0.11,3.0,97.0,4.0,2.0,3.0,2.0,3.50887573964497,0.0,9.81065088757397,0.0,1.0,1.215,766.0,0.53125,1.0,2.0,5.0
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1.0,0.0,1.0,10.0,0.0,3.0,1.0,0.0,7.0,11.0,0.78,0.0,89.0,4.0,0.0,8.0,1.0,5.75,1.0,3.91666666666667,1.0,1.0,0.928571428571429,6.0,0.466666666666667,0.0,4.0,3.0
1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,10.0,15.0,0.28,1.0,100.0,4.0,0.0,0.0,1.0,2.625,0.0,4.5,1.0,1.0,0.416666666666667,20.0,0.75,0.0,4.0,2.0
