,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
0,0,1,1,3,2,5,3,0,4,8,1.02,0,100,2,5,9,1,3.0,1,4.55555555555556,1,1,0.571428571428571,134,0.15000000000000002,0,3,0
6,0,0,1,2,1,5,3,0,5,8,0.88,0,75,2,0,9,1,2.75,1,4.16666666666667,1,1,0.352941176470588,134,0.15000000000000002,0,3,3
9,0,0,3,2,0,6,3,0,4,6,1.1,0,55,2,0,5,1,3.0,1,4.16666666666667,1,1,0.909090909090909,134,0.375,0,5,1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3,0,2,2,0,0,1,0,9,5,0.49,1,72,4,0,3,1,3.5,1,3.8,1,1,0.916666666666667,134,0.15000000000000002,0,4,2
14,0,0,1,3,3,0,1,10,13,3,0.27,0,82,4,2,5,1,6.06666666666667,1,5.86666666666667,0,1,0.722222222222222,134,0.428571428571429,0,2,2
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,0,1,2,0,5,3,0,5,12,1.03,0,75,2,1,9,1,3.08333333333333,1,4.16666666666667,1,1,0.352941176470588,134,0.15000000000000002,0,3,3
30,0,0,1,2,0,4,3,0,2,7,0.83,0,71,2,0,5,1,2.85714285714286,1,4.14285714285714,1,1,0.416666666666667,134,0.15000000000000002,0,4,1
33,0,1,1,3,2,6,3,0,4,8,1.06,0,99,2,0,9,1,3.22222222222222,1,4.55555555555556,1,1,0.5,134,0.15000000000000002,0,2,1
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,5,1,2,7,3,4,4,0,16,11,0.59,0,69,3,0,5,1,4.44444444444444,0,4.38888888888889,1,1,1.17391304347826,134,1.0,0,3,6
