,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
0,0.0,1.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,5.0,318.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,0.0,0.461538461538462,0.0,12.0,0.0
9,0.0,0.0,1.0,2.0,202.0,6.0,3.0,0.0,4.0,6.0,1.1,0.0,55.0,2.0,0.0,8.0,1.0,3.0,1.0,4.16666666666667,1.0,1.0,0.909090909090909,1.0,0.375,0.0,5.0,2.0
10,1.0,0.0,6.0,346.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,4.875,1.0,1.0,2.1,0.0,0.3,4.0,4.0,3.0
37,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,5.0,11.0,0.99,0.0,72.0,2.0,0.0,5.0,1.0,2.72727272727273,1.0,4.09090909090909,1.0,1.0,0.2,347.0,0.357142857142857,0.0,5.0,2.0
30,0.0,0.0,1.0,2.0,1.0,4.0,3.0,0.0,4.0,7.0,0.83,0.0,71.0,2.0,0.0,9.0,1.0,2.85714285714286,1.0,4.14285714285714,1.0,1.0,0.416666666666667,423.0,0.1,0.0,4.0,1.0
14,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,3.0,0.27,0.0,82.0,4.0,2.0,5.0,1.0,6.06666666666667,1.0,5.86666666666667,0.0,1.0,0.722222222222222,245.0,0.428571428571429,0.0,2.0,3.0
1360,5.0,2.0,2.0,7.0,3.0,4.0,4.0,0.0,18.0,11.0,0.59,0.0,69.0,3.0,0.0,5.0,1.0,4.44444444444444,1.0,4.38888888888889,1.0,1.0,1.17391304347826,490.0,1.0,0.0,3.0,6.0
33,0.0,1.0,1.0,3.0,2.0,6.0,3.0,0.0,4.0,8.0,1.06,0.0,100.0,2.0,0.0,12.0,1.0,3.22222222222222,1.0,4.55555555555556,1.0,1.0,0.5,319.0,0.1,0.0,3.0,1.0
42,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,9.0,0.25,0.0,76.0,3.0,2.0,5.0,1.0,4.0,1.0,7.16666666666667,1.0,1.0,0.928571428571429,229.0,0.333333333333333,0.0,3.0,2.0
27,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,1.03,0.0,75.0,2.0,1.0,12.0,1.0,3.08333333333333,1.0,4.16666666666667,1.0,1.0,0.352941176470588,346.0,0.1,0.0,4.0,3.0
44,0.0,0.0,2.0,3.0,1.0,1.0,244.0,1.0,10.0,10.0,0.47,0.0,75.0,4.0,2.0,4.0,1.0,3.36363636363636,0.0,3.27272727272727,1.0,0.0,0.882352941176471,3.0,0.375,0.0,4.0,0.0
48,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,6.0,13.0,0.87,0.0,11.0,2.0,364.0,1.0,1.0,3.69230769230769,1.0,4.0,1.0,1.0,0.5,72.0,0.363636363636364,0.0,6.0,1.0
82,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,0.428571428571429,1.08,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,1.6,1.0,1.0,0.0,0.0,133.0,0.0,2.0,1.0
73,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,58.0,0.6,1.0,86.0,3.0,3.0,14.0,2.0,2.84615384615385,0.0,3.61538461538462,0.0,1.0,0.539473684210526,1173.0,0.1,0.0,1.0,6.0
85,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,0.428571428571429,4.0,0.0,3.0,1.0,2.0,192.0,1.85714285714286,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
89,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.83,0.0,87.0,124.0,1.0,4.0,1.0,1.0,0.0,2.2,1.0,1.0,0.0,0.0,0.428571428571429,0.0,2.0,1.0
90,2.0,0.0,1.0,0.0,0.5,4.0,2.0,0.0,0.0,6.0,0.5,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.75,1.0,1.0,0.545454545454545,0.0,167.0,0.0,5.0,1.0
65,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.81,0.0,66.0,2.0,0.0,10.0,1.0,3.5,2.0,5.0,2.0,1.0,0.545454545454545,452.0,0.1,0.0,4.0,4.0
92,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,1.2,0.0,0.0,267.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,4.0,1.0,0.0,1.0,0.5,0.0,1.0,2.0
63,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,5.0,10.0,0.1,0.0,70.0,2.0,1.0,9.0,1.0,5.2,2.0,6.7,2.0,1.0,1.42857142857143,361.0,0.15,0.0,3.0,1.0
95,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.43,261.0,0.0,4.0,0.0,5.0,1.0,1.0,1.0,2.33333333333333,2.0,1.0,0.0,2.0,0.0,0.333333333333333,3.0,3.0
94,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.54,0.0,0.0,4.0,0.0,8.0,1.0,2.0,1.0,5.5,5.0,1.0,0.75,54.0,0.4,0.0,2.0,2.0
104,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.27,0.0,91.0,228.0,0.0,4.0,1.0,1.5,0.0,2.125,1.0,1.0,0.428571428571429,0.0,4.0,0.0,3.0,0.0
72,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,8.0,0.55,1.0,61.0,4.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,455.0,0.5,0.0,3.0,3.0
6,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,1.0,0.88,0.0,75.0,2.0,0.0,12.0,1.0,2.75,1.0,4.16666666666667,1.0,1.0,0.352941176470588,361.0,0.333333333333333,0.0,5.0,3.0
101,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.2,1.0,1.0,0.416666666666667,161.0,0.4,0.0,3.0,0.0
114,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,13.0,0.3,1.0,75.0,4.0,0.0,30.0,1.0,2.53333333333333,0.0,4.53333333333333,1.0,1.0,0.368421052631579,334.0,0.15,0.0,3.0,0.0
86,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.12,0.0,0.0,4.0,0.0,10.0,1.0,4.14285714285714,1.0,3.0500000000000003,2.0,1.0,0.235294117647059,312.0,0.285714285714286,0.0,3.0,1.0
120,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.66,1.0,0.0,4.0,222.0,3.0,1.0,1.125,1.0,2.0,2.0,1.0,0.375,0.0,0.0,0.0,3.0,3.0
133,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,0.38,0.0,6.0,4.0,0.0,5.0,1.0,3.14285714285714,1.0,4.57142857142857,2.0,153.0,1.0,75.0,0.333333333333333,0.0,1.0,2.0
149,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,5.0,3.0,0.58,1.0,44.0,2.0,0.0,17.0,1.0,3.66666666666667,2.0,6.66666666666667,2.0,10.0,0.0,1.0,0.285714285714286,0.0,3.0,4.0
265,1.0,11.4285714285714,1.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,0.28,3.0,26.0,2.0,4.0,0.833333333333333,1.0,11.4285714285714,1.0,100.0,4.0,1.0,0.888888888888889,23.0,0.0,0.0,2.0,0.0
291,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.5,12.0,0.48,0.0,53.0,1.0,0.0,175.0,2.0,10.1538461538462,2.0,3.53846153846154,1.0,1.0,0.375,0.0,20.0,6.0,1.0,2.0
115,1.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,6.0,12.0,0.07,0.0,87.0,4.0,0.0,378.0,1.0,4.53333333333333,1.0,3.66666666666667,1.0,1.0,0.277777777777778,22.0,0.428571428571429,2.0,4.0,2.0
160,2.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.33,2.0,66.0,2.0,0.0,5.0,2.0,4.0,3.0,8.33333333333333,7.0,1.0,2.0,145.0,0.333333333333333,0.0,1.0,3.0
326,8.0,0.608695652173913,2.0,1.0,0.0,4.0,3.0,0.0,8.0,13.0,0.31,1.0,83.0,3.0,0.0,2.0,1.0,3.22727272727273,1.0,6.22727272727273,1.0,1.0,1.33333333333333,30.0,406.0,1.0,3.0,3.0
110,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,12.0,0.05,0.0,68.0,3.0,0.0,24.0,1.0,3.13333333333333,1.0,4.46666666666667,2.0,1.0,0.263157894736842,252.0,0.333333333333333,0.0,3.0,2.0
116,11.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,8.0,0.05,4.0,33.0,1.0,0.0,24.0,1.0,4.05263157894737,0.0,6.78947368421053,1.0,1.0,0.227272727272727,829.0,0.3,0.0,3.0,2.0
13,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0,0.49,1.0,79.0,4.0,0.0,3.0,1.0,3.5,1.0,3.8,1.0,1.0,0.916666666666667,216.0,0.15,0.0,4.0,1.0
324,0.0,1.0,1.0,0.0,8.0,5.0,9.0,0.0,4.0,1.0,0.52,0.0,54.0,3.0,0.0,12.0,2.0,4.27272727272727,2.0,4.63636363636364,2.0,1.0,0.933333333333333,3.0,0.333333333333333,0.0,4.0,5.0
333,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,6.0,25.0,0.41,0.0,84.0,2.0,0.0,22.0,1.0,3.26666666666667,0.0,4.3,0.0,0.0,0.818181818181818,32.0,0.333333333333333,0.0,3.0,2.0
334,2.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,19.0,1.0,0.37,3.0,100.0,2.0,0.0,23.0,2.0,2.77777777777778,0.0,5.62962962962963,0.0,1.0,0.6875,40.0,0.15,0.0,2.0,5.0
350,16.0,0.0,1.0,18.0,12.0,2.0,11.0,5.0,27.0,78.0,0.49,0.0,95.0,2.0,0.0,16.0,2.0,3.19191919191919,0.0,3.23232323232323,0.0,1.0,0.756521739130435,145.0,0.1,0.0,3.0,9.0
354,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,7.0,0.51,1.0,88.0,4.0,0.0,23.0,2.0,2.89473684210526,0.0,5.52631578947368,0.0,1.0,1.73913043478261,39.0,0.555555555555556,0.0,3.0,0.0
364,0.0,0.0,3.0,0.0,0.0,17.0,1.0,4.0,0.0,1.0,0.66,2.0,0.0,2.0,0.0,7.0,1.0,4.0,3.0,6.6000000000000005,2.0,1.0,2.375,353.0,0.375,0.0,2.0,5.0
365,2.0,0.428571428571429,2.0,0.0,0.0,2.0,2.0,0.0,7.0,7.0,0.35,0.0,62.0,2.0,0.0,7.0,1.0,4.3125,1.0,5.0,1.0,1.0,1.35,13.0,433.0,0.0,1.0,5.0
379,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,7.0,0.23,0.0,61.0,2.0,0.0,7.0,1.0,3.25,0.0,4.0,1.0,1.0,0.545454545454545,125.0,0.15,0.0,1.0,4.0
332,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,12.0,0.25,1.0,86.0,1.0,0.0,18.0,3.0,4.7,2.0,4.9,0.0,1.0,0.863636363636364,19.0,0.5,0.0,2.0,2.0
380,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,2.0,0.35,1.0,55.0,2.0,0.0,18.0,1.0,4.5,0.0,5.33333333333333,1.0,1.0,0.888888888888889,151.0,0.15,0.0,1.0,4.0
533,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,10.0,0.36,1.0,100.0,4.0,0.0,6.0,1.0,2.5,0.0,5.6,1.0,1.0,0.625,339.0,0.4,0.0,1.0,3.0
534,0.0,0.0,2.0,1.0,0.0,1.0,5.0,0.0,9.0,10.0,0.38,1.0,100.0,4.0,0.0,5.0,1.0,2.5,0.0,5.4,1.0,1.0,0.625,333.0,0.1,0.0,1.0,3.0
343,4.0,0.0,1.0,0.0,2.0,1.0,4.0,2.0,2.0,6.0,0.15,8.0,25.0,2.0,0.0,25.0,2.0,4.41666666666667,0.0,3.0,2.0,1.0,0.941176470588235,37.0,0.454545454545455,0.0,3.0,3.0
537,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,9.0,52.0,0.22,1.0,97.0,4.0,0.0,44.0,1.0,2.74193548387097,0.0,4.5,0.0,1.0,0.457142857142857,1293.0,0.1,0.0,2.0,2.0
556,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,0.64,0.0,25.0,2.0,5.0,1.0,1.0,5.75,3.0,7.0,4.0,1.0,1.125,89.0,9.0,0.0,0.375,4.0
580,0.0,1.0,1.0,0.0,0.0,0.333333333333333,3.0,0.0,6.0,7.0,0.22,0.0,0.0,4.0,0.0,0.0,1.0,1.875,0.0,5.0,2.0,1.0,0.0,14.0,116.0,0.0,6.0,0.0
660,7.0,0.0,0.55,2.0,0.0,2.0,3.0,0.0,7.0,13.0,0.428571428571429,0.0,20.0,2.0,0.0,1.0,2.0,3.9,0.0,3.65,0.0,1.0,0.68,53.0,75.0,0.0,2.0,4.0
661,5.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,6.0,14.0,0.84,0.0,75.0,1.0,0.0,20.0,2.0,4.68421052631579,1.0,4.36842105263158,1.0,1.0,0.818181818181818,35.0,0.375,0.0,2.0,4.0
673,5.0,0.0,1.0,33.0,0.0,3.0,1.0,0.0,9.0,7.0,0.47,0.0,92.0,4.0,0.0,8.0,1.0,6.0,1.0,7.33333333333333,2.0,1.0,0.866666666666667,152.0,0.1,0.0,4.0,2.0
538,7.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,48.0,0.23,1.0,97.0,4.0,0.0,38.0,1.0,2.76666666666667,0.0,4.26666666666667,0.0,1.0,0.454545454545455,1208.0,0.15,0.0,1.0,3.0
26,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,4.0,9.0,0.79,0.0,74.0,2.0,0.0,11.0,1.0,3.33333333333333,1.0,4.11111111111111,1.0,1.0,0.642857142857143,112.0,0.333333333333333,0.0,3.0,4.0
