test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
37,0,2.0,1.0,2.0,11.0,1.0,4.0,1567.0,16.0,17.0,22.0,0.32,0.0,98.0,3.0,43.0,48.0,3.0,13.7,0.0,3.92079207920792,15.0,0.0,0.1,3.0,2.0,2.0,0.52,0.48
37,1,13.0,178.0,4.0,11.0,1.0,4.0,5374.0,20.0,17.0,11.0,0.32,0.0,98.0,1.0,29.0,50.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.0,0.0,2.0,2.0,0.54,0.46
37,2,13.0,1.0,2.0,145.0,1.0,2.0,261.0,33.0,40.0,22.0,11.3,0.0,98.0,3.0,4.0,0.0,2.0,17.0,10.0,3.92079207920792,0.0,3.0,0.1,0.0,3.0,2.0,0.57,0.43
37,3,13.0,204.0,3.0,11.0,1.0,2.0,261.0,16.0,17.0,46.0,0.32,0.0,98.0,3.0,4.0,11.0,2.0,3.43564356435644,6.0,2.8,25.0,3.0,0.1,0.0,2.0,2.0,0.58,0.42
37,4,13.0,10.0,2.0,155.0,22.0,0.0,261.0,29.0,17.0,22.0,0.32,5.0,1.0,3.0,4.0,1.0,2.0,5.6,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0,0.54,0.46
37,5,13.0,96.0,8.0,11.0,1.0,2.0,1888.0,22.0,96.0,1.0,0.32,0.0,478.0,3.0,4.0,30.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.57,0.43
37,6,13.0,1.0,8.0,11.0,1.0,6.0,261.0,1.0,54.0,13.0,0.32,0.0,98.0,3.0,4.0,30.0,5.0,3.43564356435644,0.0,3.3,24.0,0.0,0.1,0.0,2.0,6.0,0.54,0.46
37,7,7.0,1.0,2.0,11.0,1.0,2.0,2302.0,7.0,17.0,22.0,2.3,8.0,98.0,3.0,4.0,22.0,2.0,3.43564356435644,7.0,3.92079207920792,22.0,2.0,0.0,0.0,2.0,19.0,0.55,0.45
37,8,13.0,1.0,7.0,44.0,1.0,2.0,261.0,35.0,17.0,5.0,0.32,6.0,98.0,3.0,42.0,1.0,2.0,3.43564356435644,0.0,3.92079207920792,21.0,2.0,0.3,0.0,2.0,2.0,0.54,0.46
37,9,13.0,1.0,2.0,75.0,0.0,2.0,4979.0,33.0,17.0,10.0,2.4,0.0,775.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,0.7,0.0,3.0,0.0,0.0,2.0,1.0,0.62,0.38
37,10,237.0,1.0,2.0,188.0,23.0,6.0,261.0,16.0,17.0,13.0,0.32,0.0,98.0,3.0,4.0,30.0,1.0,10.2,0.0,2.0,24.0,0.0,0.1,0.0,2.0,2.0,0.51,0.49
