Antecedent,Antecedent Coverage %,Confidence,Lift
-0.58 < CountDeclMethodPrivate <= 0.2,0.5192,1,1.04138
-1.26 < CountDeclMethodProtected <= 0.12,0.51563,1,1.04138
0.83 < AvgCyclomaticStrict <= 1.295,0.40938,1,1.04138
0.85 < CountDeclInstanceMethod <= 5.05,0.31652,1,1.04138
-0.14 < CountDeclInstanceVariable <= 0.72,0.31563,1,1.04138
-0.4 < CountClassCoupled <= 1.64,0.30491,1,1.04138
1.64 < CountClassCoupled <= 3.32,0.21741,1,1.04138
3.32 < CountClassCoupled <= 6.92,0.18661,1,1.04138
0.12 < CountDeclMethodProtected <= 1.36,0.18438,1,1.04138
0.72 < CountDeclInstanceVariable <= 1.72,0.17009,1,1.04138
