test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
0,0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,0.79,38.0,55.0,2.0,0.0,9.0,3.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6504984357440462,0.3495015642559537
0,1,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,0.79,18.0,55.0,6.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.7097527710392705,0.2902472289607297
0,2,0.0,0.0,1.0,1.0,0.0,4.0,2.0,25.0,4.0,9.0,0.79,32.0,55.0,2.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6482871182125646,0.3517128817874353
0,3,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,0.79,51.0,55.0,2.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,3.0,2.0,0.6482807485120657,0.3517192514879342
0,4,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,0.79,38.0,55.0,2.0,0.0,9.0,0.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6516544565851801,0.3483455434148199
0,5,0.0,0.0,1.0,1.0,0.0,4.0,2.0,11.0,4.0,9.0,0.79,0.0,55.0,2.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,7.0,2.0,0.5215313621487901,0.4784686378512098
0,6,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,0.79,35.0,55.0,2.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6589138111359439,0.34108618886405606
0,7,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,4.0,9.0,0.79,61.0,55.0,2.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6482741145415633,0.3517258854584368
0,8,0.0,0.0,1.0,1.0,0.0,4.0,2.0,19.0,4.0,9.0,0.79,0.0,55.0,1.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6406111499554162,0.35938885004458365
0,9,0.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,9.0,0.79,0.0,55.0,2.0,0.0,9.0,1.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,5.0,2.0,0.5659982232804903,0.4340017767195097
0,10,0.0,0.0,1.0,1.0,0.0,4.0,2.0,7.0,4.0,9.0,0.79,0.0,55.0,2.0,0.0,9.0,7.0,2.11111111111111,1.0,3.0,1.0,0.461538461538462,0.75,0.0,4.0,2.0,0.6521339307358806,0.34786606926411945
