"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-9.2 < Del_lines <= 1'","b'target = 0'",0.43596,953,0.43596,953,1,0.01496,1.03553,8.09884e-20,0.96569,2111
"b'000001'","b'1.95 < RatioCommentToCode <= 2.92'","b'target = 0'",0.20128,440,0.20128,440,1,0.00691,1.03553,3.4432e-08,0.96569,2111
"b'000002'","b'CountInput_Mean <= 0.53'","b'target = 0'",0.19716,431,0.19716,431,1,0.00676,1.03553,5.1059e-08,0.96569,2111
"b'000003'","b'0.4914 < OWN_COMMIT <= 0.5114'","b'target = 0'",0.31885,697,0.31839,696,0.99857,0.01048,1.03404,6.41112e-12,0.96569,2111
"b'000004'","b'0.54 < CountClassCoupled <= 2.06'","b'target = 0'",0.21683,474,0.21638,473,0.99789,0.00698,1.03334,1.73141e-07,0.96569,2111
"b'000005'","b'23.2 < CountLineComment <= 37.4'","b'target = 0'",0.26349,576,0.26258,574,0.99653,0.00813,1.03193,2.86492e-08,0.96569,2111
"b'000006'","b'-0.01 < CountDeclMethodPrivate <= 0.122'","b'target = 0'",0.72095,1576,0.71546,1564,0.99239,0.01925,1.02764,8.27702e-25,0.96569,2111
"b'000007'","b'-0.225 < CountDeclInstanceVariable <= 0.18'","b'target = 0'",0.41812,914,0.41491,907,0.99234,0.01114,1.0276,2.96946e-10,0.96569,2111
"b'000008'","b'-0.215 < CountDeclMethodProtected <= 0.135'","b'target = 0'",0.46478,1016,0.45929,1004,0.98819,0.01046,1.0233,1.62413e-08,0.96569,2111
"b'000009'","b'0.71 < AvgCyclomaticModified <= 1.035'","b'target = 0'",0.51647,1129,0.50915,1113,0.98583,0.0104,1.02085,4.28635e-08,0.96569,2111
