"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 0.7'","b'target = 0'",0.21696,486,0.21696,486,1,0.01201,1.0586,2.51907e-14,0.94464,2116
"b'000001'","b'CountInput_Mean <= 0.47'","b'target = 0'",0.19196,430,0.19196,430,1,0.01063,1.0586,1.42884e-12,0.94464,2116
"b'000002'","b'-12.4 < Del_lines <= 0.4'","b'target = 0'",0.39196,878,0.39018,874,0.99544,0.01991,1.05378,3.93092e-22,0.94464,2116
"b'000003'","b'RatioCommentToCode > 3.04'","b'target = 0'",0.19241,431,0.19152,429,0.99536,0.00976,1.05369,7.04872e-10,0.94464,2116
"b'000004'","b'CountLineComment <= 24.2'","b'target = 0'",0.17143,384,0.17009,381,0.99219,0.00815,1.05033,1.34056e-07,0.94464,2116
"b'000005'","b'0.47 < CountInput_Mean <= 1.33'","b'target = 0'",0.21786,488,0.21607,484,0.9918,0.01027,1.04992,1.8131e-09,0.94464,2116
"b'000006'","b'0.4915 < OWN_COMMIT <= 0.5165'","b'target = 0'",0.31473,705,0.31205,699,0.99149,0.01474,1.04959,6.41489e-14,0.94464,2116
"b'000007'","b'CountClassBase <= 0.874'","b'target = 0'",0.15714,352,0.1558,349,0.99148,0.00736,1.04958,8.8633e-07,0.94464,2116
"b'000008'","b'1.98 < RatioCommentToCode <= 3.04'","b'target = 0'",0.2067,463,0.20491,459,0.99136,0.00966,1.04946,8.60693e-09,0.94464,2116
"b'000009'","b'24.2 < CountLineComment <= 43'","b'target = 0'",0.32054,718,0.31652,709,0.98747,0.01373,1.04533,1.09728e-11,0.94464,2116
