"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 2.675'","b'target = 0'",0.19643,440,0.19643,440,1,0.01096,1.0591,5.55565e-13,0.9442,2115
"b'000001'","b'CountInput_Mean <= 0.58'","b'target = 0'",0.20938,469,0.20848,467,0.99574,0.01079,1.05459,4.49352e-11,0.9442,2115
"b'000002'","b'CountClassCoupled <= 0.82'","b'target = 0'",0.19196,430,0.19107,428,0.99535,0.00982,1.05418,6.09676e-10,0.9442,2115
"b'000003'","b'-13.4 < Del_lines <= 1.8'","b'target = 0'",0.44732,1002,0.44464,996,0.99401,0.02228,1.05276,8.57336e-25,0.9442,2115
"b'000004'","b'24.2 < CountLineComment <= 38.8'","b'target = 0'",0.26786,600,0.26607,596,0.99333,0.01316,1.05204,8.06245e-13,0.9442,2115
"b'000005'","b'0.82 < CountClassCoupled <= 2.04'","b'target = 0'",0.2192,491,0.21741,487,0.99185,0.01045,1.05047,1.19203e-09,0.9442,2115
"b'000006'","b'-0.2 < CountDeclInstanceVariable <= 0.37'","b'target = 0'",0.37232,834,0.3692,827,0.99161,0.01765,1.05021,2.50115e-17,0.9442,2115
"b'000007'","b'2.04 < CountClassCoupled <= 4'","b'target = 0'",0.20357,456,0.20179,452,0.99123,0.00957,1.04981,1.07327e-08,0.9442,2115
"b'000008'","b'CountOutput_Min > 2.74'","b'target = 0'",0.2058,461,0.20313,455,0.98698,0.00881,1.04532,3.09637e-07,0.9442,2115
"b'000009'","b'0.4898 < OWN_COMMIT <= 0.509'","b'target = 0'",0.34107,764,0.33527,751,0.98298,0.01323,1.04108,3.39527e-10,0.9442,2115
