"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 0.56'","b'target = 0'",0.19866,445,0.19777,443,0.99551,0.0086,1.04544,1.12383e-08,0.95223,2133
"b'000001'","b'CountLineComment <= 25.2'","b'target = 0'",0.17411,390,0.17321,388,0.99487,0.00742,1.04478,2.28362e-07,0.95223,2133
"b'000002'","b'1.88 < CountClassCoupled <= 3.68'","b'target = 0'",0.22545,505,0.22411,502,0.99406,0.00943,1.04393,4.03275e-09,0.95223,2133
"b'000003'","b'-20 < Del_lines <= 1'","b'target = 0'",0.43571,976,0.43304,970,0.99385,0.01813,1.04371,2.25205e-19,0.95223,2133
"b'000004'","b'2.49 < MINOR_LINE <= 3.05'","b'target = 0'",0.2625,588,0.26071,584,0.9932,0.01075,1.04302,3.28449e-10,0.95223,2133
"b'000005'","b'25.2 < CountLineComment <= 39.4'","b'target = 0'",0.24866,557,0.24688,553,0.99282,0.01009,1.04262,1.92251e-09,0.95223,2133
"b'000006'","b'CountInput_Mean <= 0.64'","b'target = 0'",0.20134,451,0.19955,447,0.99113,0.00783,1.04085,5.59746e-07,0.95223,2133
"b'000007'","b'1.88 < RatioCommentToCode <= 2.84'","b'target = 0'",0.19554,438,0.19375,434,0.99087,0.00755,1.04057,1.07892e-06,0.95223,2133
"b'000008'","b'0.49 < OWN_COMMIT <= 0.511'","b'target = 0'",0.30848,691,0.30536,684,0.98987,0.01161,1.03953,3.74772e-10,0.95223,2133
"b'000009'","b'-0.025 < CountDeclMethodPrivate <= 0.215 & -0.147 < MINOR_COMMIT <= 0.024'","b'target = 0'",0.74554,1670,0.73527,1647,0.98623,0.02534,1.0357,5.57525e-14,0.95223,2133
