test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
80,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,2.0,7.0,34.0,0.53,0.0,97.0,2.0,3.0,19.0,2.0,8.46153846153846,0.0,1.0,0.0,1.0,0.539735099337748,4.0,0.5053854114960828,0.494614588503917,1,4000000000000.0
104,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,38.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,11.0,1.0,5.16666666666667,1.0,1.0,0.0,2.0,0.470715835140998,2.0,0.7685502190159552,0.2314497809840448,1,6.07041683528731
147,0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,155.0,1.0,4.0,3.0,0.73,0.0,90.0,3.0,0.0,0.0,1.0,3.32142857142857,0.0,1.0,0.0,1.0,0.659147869674185,1.0,0.8813639662645394,0.11863603373546033,1,9.442870632669148
166,0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,375.0,2.0,23.0,16.0,0.05,0.0,88.0,3.0,0.0,40.0,2.0,4.97368421052632,0.0,1.0,0.0,37.0,0.547058823529412,3.0,0.6478186825572632,0.35218131744273673,1,33.82089379660887
172,0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,121.0,2.0,3.0,16.0,0.38,0.0,92.0,1.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,4.0,0.495867768595041,2.0,0.513338751604726,0.48666124839527397,1,9000000000000.0
192,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,83.0,1.0,8.0,12.0,0.23,0.0,82.0,1.0,3.0,2.0,2.0,4.48275862068965,0.0,0.0,0.0,5.0,0.326653306613226,2.0,0.620328365148261,0.3796716348517391,2,8000000000000.0
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,2.0,29.0,0.56,0.0,96.0,1.0,2.0,0.0,2.0,2.75,0.0,0.0,0.0,7.0,0.796190476190476,2.0,0.5516928747496544,0.44830712525034544,1,7.419398354240045
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,68.0,0.41,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,0.0,10.0,0.642647058823529,3.0,0.5394409365074383,0.4605590634925616,1,19.56023202480807
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,1043.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,26.0,2.0,4.025,0.0,0.0,0.0,39.0,0.531208499335989,2.0,0.7688316650926451,0.23116833490735494,1,87.78015455473128
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,2.0,1.0,4.33802816901408,0.0,0.0,0.0,18.0,0.980519480519481,3.0,0.5544529057492885,0.4455470942507116,2,13.662285078904862
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1043.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,40.0,0.416531604538088,3.0,0.7748422907281808,0.22515770927181894,1,93.7542155672377
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,34.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,1.0,1.0,3.92857142857143,0.0,1.0,0.0,0.0,0.586538461538462,2.0,0.8361514516909465,0.16384854830905357,1,8.431134493454596
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,96.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,0.0,2.0,2.91891891891892,0.0,1.0,0.0,7.0,0.459016393442623,2.0,0.5596173987761844,0.4403826012238156,2,10000000000000.0
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,16.0,0.2,0.0,92.0,1.0,2.0,3.0,3.0,5.15909090909091,1.0,1.0,0.0,4.0,0.439320388349515,2.0,0.5141374917039669,0.4858625082960333,2,11000000000000.0
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,82.0,0.55,2.0,0.5178668848707809,0.4821331151292193,1,27000000000000.0
755,0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,55.0,3.0,5.0,1.0,0.13,0.0,86.0,2.0,0.0,23.0,2.0,2.83333333333333,1.0,1.0,0.0,0.0,0.443181818181818,2.0,0.5532168374152292,0.4467831625847707,1,6.744907594761402
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,127.0,4.0,10.0,44.0,0.15,0.0,96.0,1.0,0.0,42.0,9.0,2.97916666666667,0.0,1.0,0.0,19.0,0.633272058823529,4.0,0.6573300862707503,0.34266991372924976,1,5000000000000.0
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,3.0,0.14,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,4.0,0.457861635220126,0.0,0.6118314812685847,0.3881685187314153,1,3000000000000.0
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,1043.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,22.0,3.0,3.26666666666667,0.0,0.0,0.0,40.0,0.558260869565217,2.0,0.7710329905907294,0.22896700940927076,1,93.36879227610825
