test_idx,candidate_id,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
1628,0,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,3.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5264024925521326,0.4735975074478674,1
1628,1,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,0.0,2.0,6.6,1.0,5.9,2.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.9310992288569558,0.06890077114304408,3
1628,2,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,0.0,0.0,2.0,6.6,1.0,5.9,2.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.9337126905937673,0.06628730940623256,4
1628,3,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,0.0,0.0,2.0,6.6,1.0,5.9,3.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.9338332675874449,0.06616673241255512,4
1628,4,3.0,1.0,1.0,5.0,237.0,7.0,0.0,1.0,86.0,1.0,0.0,0.0,2.0,6.6,1.0,5.9,3.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.9338702172854979,0.06612978271450219,5
1628,5,3.0,1.0,1.0,5.0,237.0,7.0,267.0,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5886105437050648,0.41138945629493523,1
1628,6,3.0,1.0,1.0,5.0,237.0,7.0,267.0,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,0.0,0.0,0.5,0.0,1.0,5.0,4.0,0.5957861221731741,0.40421387782682566,2
1628,7,3.0,1.0,1.0,5.0,237.0,7.0,267.0,0.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,0.0,0.0,0.5,0.0,1.0,5.0,4.0,0.597467490722881,0.4025325092771192,3
1628,8,3.0,1.0,1.0,5.0,237.0,7.0,267.0,0.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,0.0,0.0,0.0,0.5,0.0,1.0,5.0,4.0,0.5974757488995979,0.40252425110040213,4
1628,9,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,0.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.8558451525198053,0.14415484748019486,2
1628,10,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,2.0,22.0,2.0,6.6,0.0,5.9,0.0,0.0,1.13513513513514,0.0,0.5,0.0,1.0,0.0,4.0,0.8562207984502499,0.14377920154975007,3
1628,11,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,48.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5408081436179851,0.4591918563820148,1
1628,12,3.0,1.0,1.0,5.0,237.0,7.0,0.54,0.0,86.0,1.0,48.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.541304458319761,0.4586955416802389,2
1628,13,3.0,1.0,1.0,5.0,237.0,7.0,0.54,0.0,86.0,1.0,48.0,22.0,2.0,6.6,2.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5414795955316889,0.45852040446831127,3
1628,14,3.0,1.0,1.0,0.0,237.0,7.0,267.0,1.0,86.0,1.0,2.0,22.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5967904403853004,0.40320955961469956,2
1628,15,3.0,1.0,1.0,0.0,237.0,7.0,267.0,1.0,86.0,1.0,2.0,0.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.6049110084927045,0.3950889915072953,3
1628,16,3.0,1.0,1.0,0.0,237.0,7.0,0.0,1.0,86.0,1.0,2.0,0.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.681103625044113,0.3188963749558872,3
1628,17,3.0,1.0,1.0,0.0,237.0,7.0,0.0,1.0,86.0,1.0,0.0,0.0,2.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.7057088128402654,0.2942911871597344,4
1628,18,3.0,1.0,1.0,5.0,237.0,7.0,0.54,1.0,86.0,1.0,48.0,22.0,1.0,6.6,1.0,5.9,0.0,1.0,1.13513513513514,0.0,0.5,0.0,1.0,5.0,4.0,0.5411181822720905,0.4588818177279096,2
10,0,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,2.0,4.0,0.5853980983792714,0.4146019016207286,1
10,1,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,3.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0,0.879488780688403,0.12051121931159707,2
10,2,0.0,2.0,0.0,7.0,133.0,5.0,0.47,0.0,81.0,2.0,2.0,23.0,1.0,5.71428571428571,1.0,7.0,3.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0,0.8816055868870978,0.11839441311290237,3
10,3,0.0,2.0,0.0,7.0,133.0,5.0,0.0,0.0,81.0,2.0,2.0,23.0,1.0,5.71428571428571,1.0,7.0,3.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,0.0,4.0,0.8817258757558731,0.11827412424412673,4
10,4,0.0,2.0,0.0,7.0,133.0,5.0,267.0,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,1.625,0.0,0.533333333333333,0.0,4.0,6.0,4.0,0.5507253404716582,0.44927465952834184,1
10,5,0.0,2.0,0.0,7.0,133.0,5.0,267.0,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,0.0,0.0,0.533333333333333,0.0,4.0,6.0,4.0,0.5580037284646732,0.4419962715353268,2
10,6,0.0,2.0,0.0,7.0,133.0,5.0,267.0,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,0.0,0.0,0.533333333333333,0.0,4.0,6.0,1.0,0.5610512944947749,0.43894870550522513,3
10,7,0.0,2.0,0.0,7.0,143.0,5.0,267.0,0.0,81.0,2.0,0.0,23.0,1.0,5.71428571428571,1.0,7.0,1.0,1.0,0.0,0.0,0.533333333333333,0.0,4.0,6.0,1.0,0.5611963059144637,0.43880369408553627,4
