,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
57,1.0,1.0,151.0,0.95,14.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.0847457627118606,0.0,0.0,0.0,1.0,0.0,1.0,1.0
331,1.0,3.0,2.0,9.0,0.666666666666667,1.0,1.0,38.0,2.0,0.0,4.0,28.000000000000004,0.0,1.0,0.0,9.0,2.0,1.0,2.25,1.0,1.0,0.0,0.666666666666667,0.0,1.0,2.0
195,5.0,3.0,13.0,1.0,0.0,2.0,2.0,76.0,3.0,8.0,8.0,13.0,0.0,2.0,0.0,18.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,0.0,2.0,5.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1.0,3.0,3.0,13.0,0.666666666666667,1.0,1.0,97.0,1.0,1.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0
148,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,
779,6.0,3.0,0.666666666666667,0.0,0.0,0.0,1.0,39.0,1.0,3.0,10.0,22.0,0.0,1.0,0.0,6.0,2.0,1.0,2.2,1.0,1.0,0.0,0.666666666666667,0.0,3.0,3.0
755,3.0,3.0,3.999999999999999,0.95,14.0,3.0,2.0,86.0,5.0,7.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0
770,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,11.0,3.0,0.571428571428571,11.0,0.0,5.0,5.000000000000001,111.0,1.0,0.0,12.0,11.0,7.0,2.0,0.0,11.0,2.0,2.0,10.4666666666667,1.0,1.0,0.0,0.571428571428571,0.0,4.0,3.0
2829,2.0,3.0,0.5,5.0,0.0,6.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,9.0,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,0.0,3.0,2.0
897,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,22.0,0.0,0.6,0.0,0.0,1.0,3.0,56.0,1.0,5.0,3.0,13.0,0.0,1.0,4.0,22.0,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,2.0,3.0
939,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,0.0,4.0,0.5,0.0,0.0,1.0,3.0,55.0,1.0,5.0,3.0,13.0,0.0,1.0,3.0,22.0,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0
655,1.0,4.0,49.0,5.0,1.0,2.0,2.0,175.0,7.0,7.0,35.0,49.0,1.0,3.0,0.0,31.0,5.0,0.0,4.33333333333333,1.0,1.0,0.0,1.0,0.0,1.0,5.0
3926,,,,,,,,,,,,,,,,,,,,,,,,,,
3919,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,1.0,3.0,2.0,0.4,12.0,1.0,3.0,58.0,2.0,10.0,14.0,12.0,0.0,3.0,0.0,19.0,2.0,0.0,6.96428571428571,1.0,1.0,0.0,0.4,0.0,1.0,2.0
141,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,,,,,,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,
