,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
195,0.0,4.0,5.0,0.0,8.0,2.0,2.0,76.0,3.0,8.0,8.0,13.0,0.0,2.0,0.0,18.0,5.0,0.0,4.36363636363636,0.0,1.0,0.0,1.0,0.0,2.0,5.0
331,0.0,3.0,1.0,38.0,1.0,1.0,1.0,38.0,2.0,0.0,4.0,28.000000000000004,0.0,1.0,0.0,9.0,2.0,1.0,2.25,1.0,1.0,0.0,0.666666666666667,0.0,1.0,2.0
310,1.0,3.0,22.0,36.0,45.0,0.0,2.0,45.0,1.0,0.0,18.0,36.0,0.0,1.0,0.0,22.0,2.0,1.0,2.83333333333333,1.0,1.0,0.0,1.0,0.0,3.0,5.0
589,1.0,0.0,5.0,20.999999999999996,1.0,2.0,1.0,300.0,1.0,4.0,17.0,89.0,0.0,3.0,0.0,20.999999999999996,1.0,0.0,2.52577319587629,1.0,1.0,0.0,0.666666666666667,0.0,3.0,5.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,
637,0.0,0.0,47.0,97.0,1.0,1.0,1.0,97.0,1.0,1.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0
655,0.0,5.0,35.0,5.0,7.0,2.0,2.0,175.0,7.0,7.0,35.0,49.0,1.0,3.0,0.0,31.0,5.0,0.0,4.33333333333333,1.0,1.0,0.0,1.0,0.0,1.0,5.0
141,,,,,,,,,,,,,,,,,,,,,,,,,,
755,7.0,2.0,86.0,4.0,14.0,3.0,2.0,86.0,5.0,7.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0
770,0.0,0.0,5.0,0.0,9.0,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,10.000000000000002,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,5.0
779,0.0,0.0,3.0,22.000000000000004,39.0,0.0,1.0,39.0,1.0,3.0,10.0,22.0,0.0,1.0,0.0,6.0,2.0,1.0,2.2,1.0,1.0,0.0,0.666666666666667,0.0,3.0,3.0
897,0.0,0.0,3.0,133.0,0.0,6.0,3.0,133.00000000000003,1.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,3.0
148,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,0.0,0.0,2.0,0.0,62.00000000000001,6.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,9.0,1.0,0.0,8.85714285714286,1.0,1.0,0.0,0.5,0.0,3.0,2.0
946,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,1.0,3.0,3.999999999999999,2.0,10.999999999999998,0.0,2.0,37.0,3.0,6.0,11.0,20.000000000000004,0.0,3.0,0.0,9.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0
3867,0.0,22.0,5.0,0.0,13.0,1.0,3.0,56.0,1.0,5.0,3.0,13.0,0.0,1.0,4.0,22.0,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,2.0,3.0
731,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,0.0,5.0,5.0,0.0,0.0,1.0,3.0,55.0,1.0,5.0,3.0,13.0,0.0,1.0,3.0,22.0,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0
3919,5.0,0.0,3.999999999999999,3.0,1.0,0.0,1.0,48.0,1.0,1.0,16.000000000000004,46.0,0.0,5.0,0.0,14.0,2.0,0.0,1.72340425531915,1.0,1.0,0.0,0.5,0.0,4.0,3.0
