CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,3.0,0.0,1.0,124.0,1.0,0.0,0.0,0.83,0.0,59.0,1.0,0.0,0.0,2.0,4.42,0.0,1.54,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,26.0,1.0,2.0,0.0,0.84,1.0,5.0,2.0,0.0,0.0,1.0,2.0,1.0,2.8,2.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,4.0,30.0,1.0,1.0,1.0,0.5,2.0,4.0,2.0,0.0,0.0,1.0,2.25,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,23.0,1.0,1.0,0.0,2.3,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,4.0,5.0,46.0,1.0,0.0,0.0,1.1,5.0,0.0,1.0,0.0,3.0,1.0,4.0,4.0,8.0,8.0,1.0,0.0,0.0,1.0,2.0,0
0.0,1.0,1.0,16.0,1.0,3.0,50.0,2.0,7.0,1.0,0.19,0.0,16.0,1.0,1.0,9.0,2.0,6.4,1.0,5.5,1.0,0.0,1.0,0.0,1.0,4.0,0
0.0,0.0,1.0,0.0,4.0,1.0,33.0,1.0,0.0,1.0,2.06,0.0,3.0,2.0,0.0,0.0,1.0,1.67,0.0,2.67,2.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,2.0,25.0,1.0,0.0,1.0,0.86,0.0,5.0,2.0,0.0,0.0,1.0,2.0,1.0,1.6,1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,2.0,2.0,45.0,1.0,0.0,1.0,0.9,0.0,8.0,2.0,2.0,1.0,1.0,9.5,2.0,2.38,1.0,0.0,1.0,0.0,4.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,1.91,0.0,2.0,2.0,0.0,1.0,1.0,1.5,1.0,1.5,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,28.0,1.0,0.0,0.0,3.11,0.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0
2.0,0.0,1.0,1.0,1.0,2.0,51.0,1.0,1.0,0.0,0.74,0.0,5.0,2.0,0.0,7.0,1.0,2.57,2.0,4.71,3.0,0.0,1.0,0.0,2.0,1.0,0
2.0,0.0,1.0,1.0,4.0,2.0,330.0,8.0,17.0,12.0,0.74,0.0,67.0,3.0,4.0,14.0,2.0,3.39,0.0,3.34,1.0,0.0,0.5,0.0,4.0,7.0,0
0.0,1.0,1.0,0.0,1.0,2.0,46.0,2.0,0.0,6.0,0.43,0.0,11.0,1.0,0.0,1.0,2.0,3.36,0.0,3.55,1.0,0.0,0.6,0.0,4.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
9.0,0.0,1.0,1.0,3.0,2.0,201.0,6.0,1.0,5.0,0.55,0.0,50.0,2.0,0.0,10.0,2.0,3.9,1.0,3.49,1.0,0.0,0.67,0.0,3.0,9.0,0
0.0,3.0,1.0,0.0,7.0,1.0,42.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,2.33,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,4.0,2.0,148.0,2.0,1.0,6.0,0.91,0.0,23.0,2.0,0.0,4.0,2.0,3.39,0.0,2.26,1.0,0.0,0.5,0.0,2.0,3.0,0
