,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
141,0,0,3,0,1,6,5,44,1,1,1,3,3,6,1,10,1,1,14.25,2,1,0,1.0,0,3,0
195,1,0,1,1,0,2,2,76,3,8,8,13,0,2,0,18,5,0,4.36363636363636,0,1,0,1.0,0,2,0
57,17,7,1,1,0,2,1,418,26,2,32,151,0,3,19,3,2,0,2.08474576271186,0,0,0,1.0,0,1,1
216,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,,,,,,,
637,0,0,1,0,0,1,1,97,1,1,12,47,0,4,0,13,2,0,1.95833333333333,1,1,0,0.666666666666667,0,1,0
601,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,,,,,,,,,,,,,,,,,,,,,,,,,,
2936,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,1,0,1,1,1,2,3,47,1,4,2,6,1,3,0,19,2,1,7.81818181818182,1,1,0,0.75,0,1,0
4555,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,1,0,1,3,0,2,4,64,2,8,3,6,2,5,0,11,2,0,9.06666666666667,1,1,0,0.666666666666667,0,2,0
