"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.005 < MAJOR_COMMIT <= 0.445'","b'target = 0'",0.30115,627,0.30115,627,1,0.02922,1.10745,3.8295e-34,0.90298,1880
"b'000001'","b'MAJOR_COMMIT <= -0.005'","b'target = 0'",0.09654,201,0.09654,201,1,0.00937,1.10745,4.05135e-10,0.90298,1880
"b'000002'","b'0.445 < MAJOR_COMMIT <= 1.04'","b'target = 0'",0.24256,505,0.24207,504,0.99802,0.02305,1.10525,1.09069e-24,0.90298,1880
"b'000003'","b'OWN_COMMIT <= 0.002'","b'target = 0'",0.29491,614,0.28963,603,0.98208,0.02333,1.08761,3.95076e-19,0.90298,1880
"b'000004'","b'18.05 < CountLineComment <= 21.2'","b'target = 0'",0.25744,536,0.25264,526,0.98134,0.02017,1.08679,5.09413e-16,0.90298,1880
"b'000005'","b'0.46 < CountClassCoupled <= 1.82'","b'target = 0'",0.18204,379,0.17819,371,0.97889,0.01382,1.08407,2.42591e-10,0.90298,1880
"b'000006'","b'1.82 < CountClassCoupled <= 3.42'","b'target = 0'",0.21566,449,0.20941,436,0.97105,0.01468,1.07538,7.89076e-10,0.90298,1880
"b'000007'","b'-0.26 < CountDeclClassVariable <= 0.01 & -0.27 < CountClassDerived <= 0.005'","b'target = 0'",0.46446,967,0.45101,939,0.97104,0.03161,1.07538,4.85746e-13,0.90298,1880
"b'000008'","b'0.04 < MAJOR_LINE <= 0.665'","b'target = 0'",0.15706,327,0.15226,317,0.96942,0.01044,1.07358,6.87946e-07,0.90298,1880
"b'000009'","b'0.82 < CountDeclMethodPublic <= 2.32'","b'target = 0'",0.24736,515,0.23967,499,0.96893,0.01631,1.07304,1.15e-10,0.90298,1880
