"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.055 < MAJOR_COMMIT <= 0.71'","b'target = 0'",0.15937,353,0.15892,352,0.99717,0.02149,1.1564,8.55317e-24,0.8623,1910
"b'000001'","b'MAJOR_COMMIT <= 0.055'","b'target = 0'",0.23702,525,0.23612,523,0.99619,0.03173,1.15527,6.79071e-36,0.8623,1910
"b'000002'","b'OWN_COMMIT <= 0.03'","b'target = 0'",0.22754,504,0.22077,489,0.97024,0.02456,1.12517,1.14448e-19,0.8623,1910
"b'000003'","b'0.71 < MAJOR_COMMIT <= 1.165'","b'target = 0'",0.22799,505,0.21986,487,0.96436,0.02327,1.11835,2.04101e-17,0.8623,1910
"b'000004'","b'18 < CountLineComment <= 21.8'","b'target = 0'",0.26907,596,0.25869,573,0.96141,0.02667,1.11493,9.83873e-20,0.8623,1910
"b'000005'","b'0.58 < CountClassCoupled <= 1.94'","b'target = 0'",0.18555,411,0.17743,393,0.9562,0.01742,1.1089,9.55644e-12,0.8623,1910
"b'000006'","b'CountClassCoupled <= 0.58'","b'target = 0'",0.19955,442,0.19007,421,0.95249,0.018,1.10459,1.11048e-11,0.8623,1910
"b'000007'","b'CountDeclMethodPublic <= 0.8'","b'target = 0'",0.19684,436,0.18691,414,0.94954,0.01717,1.10117,8.64674e-11,0.8623,1910
"b'000008'","b'0.8 < CountDeclMethodPublic <= 2.3'","b'target = 0'",0.20767,460,0.19684,436,0.94783,0.01776,1.09918,5.65686e-11,0.8623,1910
"b'000009'","b'CountClassBase <= 0.924'","b'target = 0'",0.15801,350,0.14944,331,0.94571,0.01318,1.09673,5.56737e-08,0.8623,1910
