"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.04 < MAJOR_COMMIT <= 0.6'","b'target = 0'",0.13438,301,0.13438,301,1,0.01818,1.15643,3.04611e-21,0.86473,1937
"b'000001'","b'MAJOR_COMMIT <= 0.04'","b'target = 0'",0.26607,596,0.26518,594,0.99664,0.0351,1.15255,4.45271e-41,0.86473,1937
"b'000002'","b'0.6 < MAJOR_COMMIT <= 1.06'","b'target = 0'",0.26473,593,0.25759,577,0.97302,0.02867,1.12523,2.52663e-24,0.86473,1937
"b'000003'","b'CountClassCoupled <= 0.62'","b'target = 0'",0.17946,402,0.17455,391,0.97264,0.01937,1.12478,1.03945e-15,0.86473,1937
"b'000004'","b'-0.255 < CountDeclClassVariable <= 0.06 & -0.375 < CountClassDerived <= 0.015'","b'target = 0'",0.38036,852,0.36964,828,0.97183,0.04074,1.12385,3.81833e-23,0.86473,1937
"b'000005'","b'0.9 < CountDeclMethodPublic <= 2.5'","b'target = 0'",0.2183,489,0.21161,474,0.96933,0.02283,1.12095,4.46847e-18,0.86473,1937
"b'000006'","b'OWN_COMMIT <= 0.02'","b'target = 0'",0.25446,570,0.24464,548,0.9614,0.0246,1.11179,4.44077e-18,0.86473,1937
"b'000007'","b'CountLineComment <= 17.25'","b'target = 0'",0.12946,290,0.12411,278,0.95862,0.01216,1.10858,1.73611e-08,0.86473,1937
"b'000008'","b'17.25 < CountLineComment <= 21.8'","b'target = 0'",0.32054,718,0.30625,686,0.95543,0.02907,1.10489,8.5754e-21,0.86473,1937
"b'000009'","b'CountDeclMethodPublic <= 0.9'","b'target = 0'",0.18705,419,0.17813,399,0.95227,0.01637,1.10123,1.36029e-10,0.86473,1937
