test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
10,0,20.0,0.0,2.0,0.0,1.0,7.0,32.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,17.0,0.914331465172138,0.0,2.0,0.5006700479833341,0.4993299520166658,2
10,1,0.0,0.0,2.0,0.0,1.0,7.0,15.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.8914108678943883,0.1085891321056117,3
10,2,0.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.9429621714978421,0.05703782850215789,4
10,3,0.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,5.0,0.0,6.0,0.914331465172138,0.0,2.0,0.9581515723092695,0.04184842769073051,5
10,4,20.0,0.0,2.0,0.0,1.0,3.0,15.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.8563552778898365,0.14364472211016352,3
10,5,0.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,0.0,0.9555140445708118,0.04448595542918819,5
10,6,20.0,0.0,2.0,321.0,1.0,7.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,88.0,0.914331465172138,0.0,2.0,0.5133513464998,0.48664865350020003,2
10,7,20.0,0.0,2.0,321.0,1.0,7.0,15.0,1.0,0.0,0.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,6.0,0.914331465172138,0.0,2.0,0.8513406525477352,0.14865934745226486,4
10,8,20.0,0.0,2.0,0.0,1.0,5.0,23.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,1.48,0.0,88.0,0.914331465172138,0.0,2.0,0.507009274992311,0.492990725007689,2
10,9,20.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0,0.0,13.0,3.0,0.99,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,5.0,0.0,88.0,0.914331465172138,0.0,2.0,0.7379461020993009,0.2620538979006991,3
