test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,415.0,1.0,2.0,3.0,65.0,0.0,1.0,1.0,27.0,1.0,0.0,3.1,0.0,1.0,0.0,0.6,1.0,1.0,0.9613512067421024,0.038648793257897565
59,1,3.0,0.0,1.0,0.0,45.0,8.0,2.0,397.0,1.0,0.0,0.0,43.0,0.0,1.0,0.0,21.0,1.0,0.0,4.6,1.0,1.0,0.0,0.7,3.0,5.0,0.7265071582491032,0.2734928417508969
59,2,3.0,0.0,2.0,3.0,71.0,5.0,3.0,509.0,5.0,0.0,5.0,82.0,0.0,2.0,0.0,12.0,2.0,0.0,3.4,0.0,1.0,0.0,0.5,4.0,8.0,0.6050318219513623,0.3949681780486377
59,3,0.0,0.0,1.0,4.0,0.0,2.0,2.0,264.0,1.0,0.0,3.0,87.0,0.0,1.0,1.0,10.0,1.0,0.0,2.9,1.0,1.0,0.0,1.0,4.0,5.0,0.8700968990310285,0.12990310096897154
106,0,2.0,0.0,3.0,0.0,13.0,11.0,4.0,183.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,18.0,1.0,0.0,5.9,1.0,1.0,0.0,0.8,1.0,3.0,0.9459515516681984,0.0540484483318016
106,1,5.0,0.0,2.0,0.0,0.0,6.0,5.0,166.0,1.0,13.0,0.0,3.0,1.0,2.0,0.0,25.0,1.0,1.0,9.5,2.0,1.0,0.0,1.0,1.0,1.0,0.9751102368524108,0.024889763147589127
106,2,4.0,2.0,1.0,0.0,1.0,5.0,2.0,180.0,1.0,0.0,6.0,13.0,0.0,1.0,0.0,8.0,1.0,1.0,2.8,1.0,1.0,0.0,0.0,4.0,3.0,0.9557099058762883,0.04429009412371162
117,0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,137.0,1.0,9.0,3.0,11.0,1.0,1.0,0.0,22.0,1.0,2.0,8.2,2.0,1.0,0.0,0.0,3.0,7.0,0.7876644460433389,0.21233555395666112
117,1,0.0,0.0,1.0,2.0,0.0,3.0,2.0,132.0,1.0,4.0,7.0,16.0,1.0,3.0,0.0,7.0,1.0,2.0,3.4,1.0,1.0,0.0,0.0,2.0,1.0,0.6271632248103793,0.3728367751896206
160,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,75.0,1.0,9.0,40.0,74.0,0.0,3.0,1.0,34.0,6.0,1.0,1.6,1.0,1.0,0.0,1.0,4.0,4.0,0.8212877316291511,0.17871226837084883
