,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
575,1,0,1,4,37,0,55,6,1,4,0.13,0,0.15000000000000002,2,0,100,2,3.16666666666667,1,11,1,1,0.15000000000000002,0,5.8500000000000005,0,3,6
658,32,40,1,18,22,0,198,23,0,47,0.12,0,0.15000000000000002,4,4,100,2,3.2817679558011,0,35,0,0,0.15000000000000002,0,5.2,0,4,13
578,9,1,1,9,15,0,45,2,7,3,0.11,2,2.8000000000000003,5,1,0.9500000000000001,2,4.25641025641026,1,0.15000000000000002,1,1,11,0,100,0,2,8
32,0,0,1,0,18,0,4,1,0,0,0.08,0,0.15000000000000002,1,0,0,1,0.0,0,1.68,0,1,2,0,0.01,0,3,2
956,27,0,2,5,6,2,297,3,0,13,0.27,1,0.15000000000000002,2,0,92,3,3.93333333333333,0,1.0,0,1,5.2,0,11,0,3,5
905,9,0,2,7,2,1,264,15,32,23,0.25,1,0.15000000000000002,2,6,100,2,4.41176470588235,0,0.15000000000000002,0,0,5.2,0,35,0,4,14
988,37,4,2,12,47,1,168,15,0,54,0.14,0,0.15000000000000002,2,5,100,2,4.51960784313725,0,2.8000000000000003,0,0,0.15000000000000002,0,11,0,3,6
1016,1,0,1,3,2,3,471,1,0,3,0.24,1,35,1,0,23,1,4.47572815533981,0,5.8500000000000005,0,1,0.1,0,0.15000000000000002,0,1,3
633,21,0,2,9,28,0,33,11,0,0,0.09,0,2.8000000000000003,1,4,100,2,4.57894736842105,1,0.15000000000000002,1,1,1.0,0,11,0,1,0
678,20,0,1,2,317,0,99,2,0,2,0.05,0,2.8000000000000003,2,0,100,1,5.8,0,0.15000000000000002,1,1,0.15000000000000002,0,35,0,1,13
788,32,5,1,10,9,1,654,14,23,36,0.26,0,91,4,20,35,2,7.16666666666667,0,2.8000000000000003,1,1,0.15000000000000002,0,0.15000000000000002,0,5,15
816,9,0,1,19,19,0,103,5,2,2,0.11,1,91,3,0,23,2,3.33707865168539,0,5.8500000000000005,1,1,0.15000000000000002,0,0.15000000000000002,0,7,10
782,14,0,1,5,197,0,156,14,1,0,0.1,0,2.8000000000000003,4,5,100,2,3.46478873239437,1,0.15000000000000002,1,1,0.15000000000000002,0,35,0,4,14
775,3,0,1,0,2,0,91,26,2,3,0.14,0,78,5,2,35,2,2.98648648648649,0,2.8000000000000003,2,1,0.15000000000000002,0,0.15000000000000002,0,3,12
793,10,1,1,6,29,2,270,8,9,0,0.45,0,2.8000000000000003,3,5,100,2,8.43564356435644,0,0.15000000000000002,1,1,0.15000000000000002,0,23,0,5,10
769,24,1,2,15,55,2,282,4,5,2,0.2,1,80,4,1,35,2,4.67708333333333,0,5.8500000000000005,0,1,0.15000000000000002,0,0.15000000000000002,0,4,15
748,26,53,1,8,14,1,747,9,0,206,0.25,0,0.15000000000000002,2,3,100,2,15.0836431226766,0,0.15000000000000002,0,1,1.05,0,159,5,4,21
750,78,0,2,6,34,1,518,12,1,6,0.16,1,0.15000000000000002,3,1,92,3,6.62099125364431,0,35,1,1,0.15000000000000002,0,0.1,0,6,19
780,43,0,2,7,73,1,498,6,17,14,0.15,2,0.15000000000000002,3,3,100,2,4.69918699186992,0,35,0,1,0.05,0,0.15000000000000002,2,3,19
806,156,16,2,12,57,0,469,9,3,18,0.07,0,0.15000000000000002,3,0,100,2,5.80628272251309,0,3,1,0,0.15000000000000002,0,0.1,4,2,20
