test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,min,max,mean,OWN_LINE,CountLineComment,Del_lines,CountOutput_Mean,MAJOR_COMMIT,CountPath_Min,MaxNesting_Mean,Added_lines,CountDeclInstanceMethod,AvgCyclomaticStrict
46.0,1.0,5.0,2.0,1.0,1.0,0.0,9.0,3.0,5.0,10.0,1.0,1.0,0.41,0.0,89.0,1.0,3.0,27.0,4.0,4.82692307692308,0.0,1.0,0.0,5.0,0.6,0.0,3.0,2.0,0.5904033632276426,1.0498591952881342,0.7965855615834746,,,,,,,,,,
104.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,21.0,0.84,0.0,89.0,3.0,0.0,25.0,1.0,6.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4015253831136097,1.1176587251516876,0.8072801662824576,,,,,,,,,,
147.0,77.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.33,0.0,83.0,1.0,3.0,27.0,2.0,4.37037037037037,0.0,0.0,0.0,10.0,0.9,0.0,3.0,1.0,6.030605302731204e-18,0.9639711769415533,0.018230978225203115,,,,,,,,,,
148.0,13.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,21.0,0.73,0.0,85.0,1.0,2.0,13.0,2.0,2.95652173913043,0.0,0.0,0.0,5.0,0.8,0.0,3.0,1.0,0.007205764611689344,1.0072057646116894,0.05947927741099983,,,,,,,,,,
225.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,5.0,66.0,0.06,0.0,92.0,1.0,1.0,43.0,2.0,1.6,0.0,0.0,0.0,10.0,0.8,0.0,1.0,1.0,0.7638653005859972,1.3822482427268123,1.143388783999228,,,,,,,,,,
230.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,11.0,15.0,2.5,1.0,88.0,2.0,1.0,45.0,2.0,3.02380952380952,0.0,0.0,0.0,3.0,0.777777777777778,0.0,3.0,2.0,0.7039317556738551,1.2603967560175442,0.9234956842788609,,,,,,,,,,
326.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,37.0,93.0,0.79,0.0,96.0,2.0,2.0,15.0,3.0,11.659793814433,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.005604483586869505,0.9943955164131305,0.04673028039918273,,,,,,,,,,
359.0,2.0,2.0,0.0,2.0,1.0,18.0,1.0,2.0,7.0,7.0,1.0,0.0,0.78,0.0,100.0,2.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.04986735816075103,0.6124156634174042,0.26318777164162505,,,,,,,,,,
379.0,78.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.22,1.0,25.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,6.533155744625471e-18,0.9495596477181746,0.015982184654827685,,,,,,,,,,
389.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,5.0,6.0,9.0,0.19,0.0,90.0,2.0,2.0,3.0,3.0,1.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.6635706914344685,,,,,,,,,,
