"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.011 < OWN_COMMIT <= 0.068'","b'target = 0'",0.33839,758,0.33839,758,1,0.01677,1.05214,2.85087e-21,0.95045,2129
"b'000001'","b'0.58 < CountClassCoupled <= 1.94'","b'target = 0'",0.22545,505,0.22545,505,1,0.01117,1.05214,2.12146e-13,0.95045,2129
"b'000002'","b'CountClassCoupled <= 0.58'","b'target = 0'",0.21295,477,0.21295,477,1,0.01055,1.05214,1.32966e-12,0.95045,2129
"b'000003'","b'CountOutput_Mean <= 1.39'","b'target = 0'",0.20848,467,0.20848,467,1,0.01033,1.05214,2.54248e-12,0.95045,2129
"b'000004'","b'RatioCommentToCode > 1.965'","b'target = 0'",0.19777,443,0.19732,442,0.99774,0.00935,1.04976,3.57703e-10,0.95045,2129
"b'000005'","b'CountInput_Mean <= 0.94'","b'target = 0'",0.19375,434,0.19286,432,0.99539,0.00871,1.04729,8.99971e-09,0.95045,2129
"b'000006'","b'1.39 < CountOutput_Mean <= 2.32'","b'target = 0'",0.18705,419,0.18571,416,0.99284,0.00793,1.0446,1.96346e-07,0.95045,2129
"b'000007'","b'0.94 < CountInput_Mean <= 2.04'","b'target = 0'",0.2183,489,0.21607,484,0.98978,0.00859,1.04138,2.10354e-07,0.95045,2129
"b'000008'","b'1.67 < MINOR_LINE <= 2.12'","b'target = 0'",0.21696,486,0.21429,480,0.98765,0.00807,1.03915,1.31996e-06,0.95045,2129
"b'000009'","b'-0.98 < CountDeclMethodPrivate <= 0.04'","b'target = 0'",0.6,1344,0.59241,1327,0.98735,0.02214,1.03883,3.11368e-23,0.95045,2129
