"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.64 < CountInput_Mean <= 1.74'","b'target = 0'",0.22768,510,0.22768,510,1,0.00803,1.03656,9.01744e-10,0.96473,2161
"b'000001'","b'0.32 < CountClassCoupled <= 1.58'","b'target = 0'",0.20714,464,0.20714,464,1,0.00731,1.03656,7.51773e-09,0.96473,2161
"b'000002'","b'CountOutput_Mean <= 1.26'","b'target = 0'",0.20357,456,0.20357,456,1,0.00718,1.03656,1.08085e-08,0.96473,2161
"b'000003'","b'CountClassCoupled <= 0.32'","b'target = 0'",0.20223,453,0.20223,453,1,0.00713,1.03656,1.23797e-08,0.96473,2161
"b'000004'","b'1.26 < CountOutput_Mean <= 2.13'","b'target = 0'",0.20179,452,0.20134,451,0.99779,0.00667,1.03426,2.83414e-07,0.96473,2161
"b'000005'","b'0.64 < CountDeclInstanceVariable <= 1.56'","b'target = 0'",0.18438,413,0.18393,412,0.99758,0.00606,1.03405,1.45401e-06,0.96473,2161
"b'000006'","b'-0.013 < OWN_COMMIT <= 0.051'","b'target = 0'",0.32455,727,0.32366,725,0.99725,0.01055,1.03371,1.4495e-11,0.96473,2161
"b'000007'","b'0.888 < AvgCyclomaticModified <= 1.06'","b'target = 0'",0.39866,893,0.39598,887,0.99328,0.01138,1.02959,5.12831e-11,0.96473,2161
"b'000008'","b'-0.97 < CountDeclMethodPrivate <= 0.01'","b'target = 0'",0.62634,1403,0.62143,1392,0.99216,0.01718,1.02843,1.1515e-19,0.96473,2161
"b'000009'","b'0.67 < CountDeclClass <= 1.02'","b'target = 0'",0.69911,1566,0.68929,1544,0.98595,0.01483,1.022,4.95166e-15,0.96473,2161
