"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'-0.019 < OWN_COMMIT <= 0.063'","b'target = 0'",0.33655,733,0.33655,733,1,0.01375,1.0426,5.3826e-17,0.95914,2089
"b'000001'","b'0.28 < CountClassCoupled <= 1.64'","b'target = 0'",0.20615,449,0.20615,449,1,0.00842,1.0426,7.36879e-10,0.95914,2089
"b'000002'","b'RatioCommentToCode > 1.89'","b'target = 0'",0.20156,439,0.20156,439,1,0.00824,1.0426,1.24785e-09,0.95914,2089
"b'000003'","b'CountClassCoupled <= 0.28'","b'target = 0'",0.19697,429,0.19697,429,1,0.00805,1.0426,2.10659e-09,0.95914,2089
"b'000004'","b'CountOutput_Mean <= 1.32'","b'target = 0'",0.191,416,0.191,416,1,0.0078,1.0426,4.14226e-09,0.95914,2089
"b'000005'","b'1.64 < CountClassCoupled <= 3.2'","b'target = 0'",0.21258,463,0.21212,462,0.99784,0.00823,1.04035,9.23069e-09,0.95914,2089
"b'000006'","b'CountDeclInstanceMethod <= 1.7'","b'target = 0'",0.20937,456,0.20891,455,0.99781,0.0081,1.04032,1.31431e-08,0.95914,2089
"b'000007'","b'0.94 < CountInput_Mean <= 2.06'","b'target = 0'",0.19743,430,0.19697,429,0.99767,0.00761,1.04018,4.80938e-08,0.95914,2089
"b'000008'","b'0.955 < RatioCommentToCode <= 1.89'","b'target = 0'",0.18871,411,0.18825,410,0.99757,0.00725,1.04007,1.22254e-07,0.95914,2089
"b'000009'","b'1.32 < CountOutput_Mean <= 2.31'","b'target = 0'",0.21625,471,0.21534,469,0.99575,0.00792,1.03818,8.17459e-08,0.95914,2089
