"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'19.4 < CountLineComment <= 29.8 & 0.585 < CountDeclClass <= 1.06'","b'target = 0'",0.16696,374,0.16295,365,0.97594,0.02938,1.21992,5.17011e-12,0.8,1792
"b'000001'","b'RatioCommentToCode > 1.9'","b'target = 0'",0.19955,447,0.19375,434,0.97092,0.03411,1.21365,1.95433e-31,0.8,1792
"b'000002'","b'0.875 < RatioCommentToCode <= 1.9'","b'target = 0'",0.1692,379,0.16205,363,0.95778,0.0267,1.19723,1.02067e-21,0.8,1792
"b'000003'","b'0.585 < CountDeclClass <= 1.06 & -0.54 < CountDeclMethodPrivate <= 0.2'","b'target = 0'",0.29375,658,0.27991,627,0.95289,0.04491,1.19111,5.51073e-10,0.8,1792
"b'000004'","b'0.585 < CountDeclClass <= 1.06 & -0.03 < OWN_COMMIT <= 0.0135'","b'target = 0'",0.29107,652,0.27366,613,0.94018,0.0408,1.17523,1.6352e-15,0.8,1792
"b'000005'","b'MaxNesting_Mean <= 0.05'","b'target = 0'",0.22857,512,0.21384,479,0.93555,0.03098,1.16943,1.10962e-21,0.8,1792
"b'000006'","b'19.4 < CountLineComment <= 29.8'","b'target = 0'",0.27098,607,0.25089,562,0.92586,0.03411,1.15733,1.20025e-22,0.8,1792
"b'000007'","b'1.18 < CountInput_Mean <= 2.4'","b'target = 0'",0.21786,488,0.20089,450,0.92213,0.02661,1.15266,1.41519e-16,0.8,1792
"b'000008'","b'MINOR_LINE <= 1.08'","b'target = 0'",0.24777,555,0.22813,511,0.92072,0.02991,1.1509,1.01057e-18,0.8,1792
"b'000009'","b'2.5 < PercentLackOfCohesion <= 31.5'","b'target = 0'",0.16652,373,0.15268,342,0.91689,0.01946,1.14611,1.89694e-11,0.8,1792
