"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 0.796'","b'target = 0'",0.20065,430,0.19645,421,0.97907,0.03587,1.22341,4.64937e-34,0.80028,1715
"b'000001'","b'1.6 < CountClassCoupled <= 3.8 & 0.955 < CountOutput_Min <= 1.011'","b'target = 0'",0.13579,291,0.13019,279,0.95876,0.02152,1.19803,2.43119e-10,0.80028,1715
"b'000002'","b'4.25 < CountDeclInstanceVariable <= 7.7 & -0.1815 < AvgLineBlank <= 0.005'","b'target = 0'",0.12926,277,0.12319,264,0.95307,0.01975,1.19092,3.72493e-10,0.80028,1715
"b'000003'","b'0.51 < RatioCommentToCode <= 0.796'","b'target = 0'",0.18992,407,0.17965,385,0.94595,0.02766,1.18202,8.57282e-20,0.80028,1715
"b'000004'","b'MaxNesting_Mean <= 0.12'","b'target = 0'",0.20299,435,0.19039,408,0.93793,0.02794,1.172,7.38752e-19,0.80028,1715
"b'000005'","b'CountClassCoupled <= 1.6'","b'target = 0'",0.19599,420,0.18292,392,0.93333,0.02608,1.16626,6.57383e-17,0.80028,1715
"b'000006'","b'1.8 < CountInput_Mean <= 2.49'","b'target = 0'",0.20252,434,0.18899,405,0.93318,0.02691,1.16607,1.76579e-17,0.80028,1715
"b'000007'","b'CountInput_Mean <= 1.8'","b'target = 0'",0.20019,429,0.18479,396,0.92308,0.02458,1.15344,1.05819e-14,0.80028,1715
"b'000008'","b'MAJOR_LINE <= 0.42'","b'target = 0'",0.20392,437,0.18619,399,0.91304,0.02299,1.14091,1.08013e-12,0.80028,1715
"b'000009'","b'23.8 < CountLineComment <= 36'","b'target = 0'",0.20625,442,0.18665,400,0.90498,0.02159,1.13083,3.64683e-11,0.80028,1715
