,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
133,27.0,0.666666666666667,13.0,4.0,0.41,2.0,2.0,2.0,2.0,13.0,27.0,0.4099999999999999,0.0,90.0,1.0,1.1102230246251565e-16,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0
900,5.551115123125783e-17,0.18999999999999995,16.0,7.0,1.0,0.0,2.0,1.0,0.0,7.0,7.0,0.18999999999999995,1.0,74.0,1.0,1.1102230246251565e-16,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0
445,5.551115123125783e-17,26.0,10.0,11.0,0.0,1.0,2.0,1.0,0.0,26.0,30.0,0.17999999999999994,0.0,92.0,1.0,1.1102230246251565e-16,10.0,3.0,4.6078431372549,0.0,1.0,0.0,0.784440842787682,0.0,0.0
110,5.551115123125783e-17,27.0,23.0,0.5,4.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,1.1102230246251565e-16,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0
1667,5.551115123125783e-17,15.999999999999998,1.0,2.0,4.0,4.0,3.0,2.0,0.0,6.0,16.0,0.49,0.0,81.0,2.0,1.1102230246251565e-16,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0
1665,4.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,0.0,9.0,28.0,0.37,0.0,86.0,1.0,1.1102230246251565e-16,5.0,3.0,2.41176470588235,0.0,1.0,0.0,0.790523690773067,1.0,2.0
1802,5.551115123125783e-17,10.0,4.0,2.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32000000000000006,2.0,83.0,3.0,1.1102230246251565e-16,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.000000000000001
1803,5.551115123125783e-17,2.0,1.0,0.0,0.0,1.0,3.0,1.0,16.0,9.0,3.0,0.21999999999999997,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,3.0
1818,0.14,28.0,8.0,1.0,2.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,1.1102230246251565e-16,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0
409,13.0,0.0,0.5,0.0,4.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09000000000000008,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0
111,5.551115123125783e-17,2.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,14.0,18.0,0.2499999999999999,0.0,83.0,1.0,1.1102230246251565e-16,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0
838,4.0,2.0,22.0,0.0,0.0,2.0,3.0,1.0,0.0,8.0,22.0,0.3500000000000001,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0
791,5.551115123125783e-17,2.0,28.0,0.0,4.0,0.0,2.0,1.0,4.0,12.0,28.0,0.22999999999999998,0.0,92.0,2.0,1.1102230246251565e-16,24.0,2.0,2.4,0.0,0.0,0.0,0.538659793814433,0.0,0.0
917,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,
1153,3.0,0.5,12.0,0.0,2.0,0.0,2.0,3.0,26.0,12.0,14.0,0.10000000000000009,0.0,85.0,4.0,8.0,13.0,2.0,7.049999999999999,0.0,0.0,0.0,0.650442477876106,0.5,2.0
913,5.551115123125783e-17,0.0,0.5,0.0,2.0,1.0,2.0,2.0,5.0,20.0,36.0,0.36,0.0,93.0,4.0,3.0,14.0,2.0,2.07142857142857,0.0,0.0,0.0,0.470212765957447,0.5,3.0
520,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,
156,5.0,2.0,14.999999999999996,0.0,0.5,2.0,1.0,1.0,1.0,23.999999999999993,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0
48,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
1677,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,
