,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
110,23.0,27.0,90.0,2.0,0.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,1.1102230246251565e-16,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0
520,1.0,0.0,6.0,75.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.6299999999999999,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.75,0.0
156,24.0,49.0,14.999999999999996,0.0,0.0,2.0,1.0,1.0,1.0,23.999999999999993,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0
445,26.0,30.000000000000004,10.0,0.0,2.0,1.0,2.0,1.0,0.0,26.0,30.0,0.17999999999999994,0.0,92.0,1.0,1.1102230246251565e-16,10.0,3.0,4.6078431372549,0.0,1.0,0.0,0.784440842787682,0.0,0.0
1667,16.0,6.0,9.0,12.0,0.0,4.0,3.0,2.0,0.0,6.0,16.0,0.49,0.0,81.0,2.0,1.1102230246251565e-16,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0
900,16.0,0.0,74.0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,0.18999999999999995,1.0,74.0,1.0,1.1102230246251565e-16,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0
1153,13.0,12.0,2.0,0.0,85.0,0.0,2.0,3.0,26.0,12.0,14.0,0.10000000000000009,0.0,85.0,4.0,8.0,13.0,2.0,7.049999999999999,0.0,0.0,0.0,0.650442477876106,0.5,2.0
1802,3.0,8.0,6.0,0.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32000000000000006,2.0,83.0,3.0,1.1102230246251565e-16,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.000000000000001
1818,28.0,3.0,8.0,4.0,5.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,1.1102230246251565e-16,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0
791,28.0,1.0,12.0,0.0,0.0,0.0,2.0,1.0,4.0,12.0,28.0,0.22999999999999998,0.0,92.0,2.0,1.1102230246251565e-16,24.0,2.0,2.4,0.0,0.0,0.0,0.538659793814433,0.0,0.0
