,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
110,5.551115123125783e-17,27.0,23.0,0.5,4.0,4.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,1.1102230246251565e-16,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0
133,5.551115123125783e-17,19.0,0.666666666666667,4.0,1.0,2.0,2.0,2.0,2.0,13.0,27.0,0.4099999999999999,0.0,90.0,1.0,1.1102230246251565e-16,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0
111,5.551115123125783e-17,2.0,1.0,0.0,2.0,1.0,2.0,3.0,4.0,14.0,18.0,0.2499999999999999,0.0,83.0,1.0,1.1102230246251565e-16,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0
409,44.0,0.0,0.5,0.0,19.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09000000000000008,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0
445,5.551115123125783e-17,30.000000000000004,26.0,10.0,0.0,1.0,2.0,1.0,0.0,26.0,30.0,0.17999999999999994,0.0,92.0,1.0,1.1102230246251565e-16,10.0,3.0,4.6078431372549,0.0,1.0,0.0,0.784440842787682,0.0,0.0
520,5.551115123125783e-17,0.0,0.75,6.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.6299999999999999,0.0,75.0,3.0,1.0,6.0,1.0,3.75,1.0,2.0,0.0,0.540816326530612,0.75,0.0
228,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,
