,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1574,0.0,0.8,5.0,47.0,0.19,1.0,0.18999999999999995,1.0,86.0,2.0,0.0,17.0,1.0,4.82352941176471,0.0,1.0,1.0,1.5,0.0,0.8,2.168404344971009e-19,2.0,1.1102230246251565e-16
1695,0.0,0.666666666666667,22.0,0.22999999999999687,1.0,0.0,0.22999999999999998,2.0,82.0,2.0,3.0,22.0,1.0,4.58823529411765,1.0,1.0,1.0,0.666666666666667,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1814,0.0,2.220446049250313e-16,157.0,0.6666666666666643,6.0,3.0,0.37,1.0,93.0,2.0,0.0,29.0,3.0,2.96,0.0,0.0,1.0,1.18518518518519,0.0,0.666666666666667,2.168404344971009e-19,2.0,1.0
1935,0.83,2.220446049250313e-16,0.571428571428571,344.0,9.0,13.0,0.83,0.0,95.0,1.0,0.0,21.0,2.0,1.46875,0.0,0.0,1.0,0.447761194029851,0.0,0.571428571428571,2.168404344971009e-19,2.0,1.0
1855,1.0,7.0,28.0,55.0,0.21,28.0,0.20999999999999996,0.0,90.0,1.0,0.0,4.0,1.0,3.70833333333333,1.0,1.0,1.0,0.75,0.0,1.0,2.168404344971009e-19,1.0,1.1102230246251565e-16
1945,0.0,255.0,10.0,0.4375,0.21,4.0,0.20999999999999996,2.0,91.0,1.0,0.0,13.0,1.0,3.31578947368421,0.0,1.0,1.0,0.694915254237288,0.0,0.4375,2.168404344971009e-19,3.0,2.0
305,9.000000000000002,168.0,6.0,25.999999999999996,0.333333333333333,26.0,0.41999999999999993,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,2.168404344971009e-19,6.0,9.0
308,0.0,213.0,9.46153846153846,0.1599999999999966,0.454545454545455,212.99999999999997,0.16000000000000003,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,2.168404344971009e-19,3.0,3.0
366,0.0,0.833333333333333,5.0,40.0,0.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,3.83333333333333,0.0,1.0,0.0,2.0,0.0,0.833333333333333,2.168404344971009e-19,4.0,5.0
766,0.0,236.0,0.8749999999999999,7.0,37.0,2.0,0.41999999999999993,0.0,100.0,1.0,0.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,2.168404344971009e-19,5.0,7.0
