"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'MAJOR_LINE <= 0.075 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.11961,244,0.11863,242,0.9918,0.05712,1.92877,2.22782e-18,0.51422,1049
"b'000001'","b'PercentLackOfCohesion <= 1.4 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.125,255,0.12353,252,0.98824,0.05925,1.92183,4.15174e-18,0.51422,1049
"b'000002'","b'CountInput_Mean <= 1.38 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.08137,166,0.0799,163,0.98193,0.03806,1.90956,3.70571e-10,0.51422,1049
"b'000003'","b'CountClassBase <= 0.775 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.0799,163,0.07843,160,0.9816,0.03734,1.90892,6.47611e-10,0.51422,1049
"b'000004'","b'CountClassCoupled <= 1 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.08382,171,0.08186,167,0.97661,0.03876,1.89922,1.43088e-09,0.51422,1049
"b'000005'","b'MaxInheritanceTree <= 0.91 & PercentLackOfCohesion <= 1.4'","b'target = 0'",0.06961,142,0.06765,138,0.97183,0.03185,1.88993,6.74009e-13,0.51422,1049
"b'000006'","b'-0.09 < AvgLineBlank <= 0.64 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.15441,315,0.14951,305,0.96825,0.07011,1.88297,2.1306e-16,0.51422,1049
"b'000007'","b'1.38 < CountInput_Mean <= 2.62 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.10245,209,0.09902,202,0.96651,0.04634,1.87958,6.31655e-10,0.51422,1049
"b'000008'","b'MaxInheritanceTree <= 0.91 & MAJOR_LINE <= 0.075'","b'target = 0'",0.07402,151,0.07108,145,0.96026,0.03302,1.86744,4.18549e-10,0.51422,1049
"b'000009'","b'-0.145 < CountDeclMethodDefault <= 0.325 & 0.4 < Added_lines <= 10.1'","b'target = 0'",0.15931,325,0.15196,310,0.95385,0.07004,1.85495,3.86889e-13,0.51422,1049
