"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 0.85 & 3.85 < Added_lines <= 7.9'","b'target = 0'",0.09167,187,0.09167,187,1,0.04017,1.7801,1.19394e-13,0.56176,1146
"b'000001'","b'0.1 < MaxNesting_Mean <= 0.565 & 3.85 < Added_lines <= 7.9'","b'target = 0'",0.07549,154,0.075,153,0.99351,0.03259,1.76855,1.57322e-09,0.56176,1146
"b'000002'","b'MaxNesting_Mean <= 0.1 & 3.85 < Added_lines <= 7.9'","b'target = 0'",0.08088,165,0.0799,163,0.98788,0.03447,1.75853,3.97752e-09,0.56176,1146
"b'000003'","b'-0.13 < AvgLineBlank <= 0.44 & 3.85 < Added_lines <= 7.9'","b'target = 0'",0.13725,280,0.1348,275,0.98214,0.0577,1.74832,5.49871e-15,0.56176,1146
"b'000004'","b'PercentLackOfCohesion <= 1 & -0.13 < AvgLineBlank <= 0.44'","b'target = 0'",0.08088,165,0.07941,162,0.98182,0.03397,1.74774,1.39379e-24,0.56176,1146
"b'000005'","b'CountClassCoupled <= 0.85 & -0.13 < AvgLineBlank <= 0.44'","b'target = 0'",0.08039,164,0.07892,161,0.98171,0.03376,1.74754,2.21781e-24,0.56176,1146
"b'000006'","b'PercentLackOfCohesion <= 1 & 3.85 < Added_lines <= 7.9'","b'target = 0'",0.10196,208,0.1,204,0.98077,0.04272,1.74587,3.60846e-10,0.56176,1146
"b'000007'","b'-0.13 < AvgLineBlank <= 0.44 & 9 < CountLineComment <= 56 & -0.224 < CountDeclClassVariable <= 0.008'","b'target = 0'",0.09461,193,0.09265,189,0.97927,0.0395,1.74321,1.4377e-20,0.56176,1146
"b'000008'","b'MAJOR_LINE <= 0.19 & 3.85 < Added_lines <= 7.9'","b'target = 0'",0.09412,192,0.09216,188,0.97917,0.03928,1.74302,5.17765e-09,0.56176,1146
"b'000009'","b'AvgLineComment <= 0.35 & 9 < CountLineComment <= 56 & -0.224 < CountDeclClassVariable <= 0.008'","b'target = 0'",0.08873,181,0.08627,176,0.97238,0.03643,1.73093,1.94544e-17,0.56176,1146
