CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,target
0.0,3.0,1.0,6.0,0.0,1.0,45.0,1.0,3.0,4.0,5.0,0.44,0.0,92.0,1.0,2.0,6.0,2.0,3.36,0.0,0.0,1.0,0.0,80.0,0.41,0.0,3.0,0
0.0,2.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,3.0,2.0,0.62,0.0,33.0,1.0,0.0,4.0,2.0,3.0,2.0,3.0,0.67,0.0,14.0,0.5,0.0,0.0,0
0.0,0.0,0.0,87.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.46,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.71,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,6.0,185.0,1.0,0.0,1.0,23.0,0.79,0.0,91.0,3.0,0.0,12.0,1.0,3.0,0.0,2.0,0.64,0.0,358.0,0.59,0.0,2.0,1
0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,5.0,0.53,0.0,0.0,3.0,0.0,6.0,1.0,4.2,4.0,2.0,0.0,0.0,6.0,0.54,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,1.88,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.68,0.0,0.0,0
14.0,7.0,1.0,9.0,0.0,7.0,666.0,1.0,50.0,18.0,0.0,0.66,1.0,90.0,1.0,0.0,13.0,1.0,7.7,1.0,1.0,0.7,0.0,136.0,0.91,0.0,5.0,1
0.0,0.0,0.0,0.0,0.0,0.0,160.0,1.0,0.0,29.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.77,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.85,0.0,0.0,0
1.0,0.0,3.0,0.0,0.0,8.0,78.0,1.0,0.0,1.0,6.0,0.59,0.0,14.0,3.0,0.0,12.0,1.0,5.14,2.0,1.0,2.22,0.0,73.0,0.67,0.0,1.0,0
0.0,2.0,1.0,37.0,0.0,12.0,631.0,1.0,0.0,1.0,31.0,4.64,0.0,100.0,1.0,1.0,10.0,1.0,1.91,0.0,0.0,0.0,0.0,58.0,0.88,0.0,2.0,0
0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,5.0,0.63,0.0,0.0,2.0,0.0,5.0,1.0,1.6,0.0,1.0,0.71,0.0,6.0,0.92,0.0,0.0,0
0.0,1.0,2.0,1.0,0.0,3.0,202.0,1.0,1.0,1.0,37.0,0.66,0.0,62.0,2.0,1.0,16.0,2.0,2.31,0.0,1.0,0.88,0.0,6.0,0.99,0.0,1.0,0
0.0,2.0,1.0,0.0,0.0,3.0,33.0,1.0,0.0,2.0,0.0,0.5,4.0,25.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,3.8,0.0,41.0,0.95,0.0,0.0,1
1.0,0.0,1.0,0.0,3.0,5.0,201.0,1.0,0.0,1.0,26.0,1.65,0.0,66.0,1.0,1.0,8.0,2.0,2.26,1.0,1.0,0.1,0.0,38.0,0.98,0.0,1.0,0
0.0,8.0,1.0,0.0,0.0,11.0,230.0,1.0,1.0,3.0,4.0,1.64,2.0,84.0,2.0,0.0,8.0,1.0,4.62,1.0,1.0,0.4,0.0,7.0,0.98,0.0,2.0,1
2.0,7.0,2.0,3.0,1.0,12.0,283.0,1.0,0.0,9.0,11.0,0.67,2.0,81.0,3.0,1.0,29.0,1.0,7.1,1.0,1.0,1.32,0.0,6.0,0.86,0.0,1.0,1
