,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1273,0,1,1,0,0,1,2,0,1,6,0.5,1,33,2,0,2,1,1.14285714285714,0,1,1,0.0,0.666666666666667,0,1,1
80,2,1,1,6,0,3,3,2,24,9,0.36,0,81,4,7,11,1,8.78571428571429,2,1,1,1.11111111111111,0.666666666666667,0,3,0
408,5,1,1,5,4,6,3,3,6,11,1.15,0,72,4,36,13,1,17.05,1,0,1,0.666666666666667,0.533333333333333,0,3,5
705,7,0,1,1,1,1,5,5,6,46,0.15,1,96,4,0,37,2,2.67241379310345,0,1,1,0.453125,0.0,0,8,6
916,0,0,1,0,0,3,1,0,0,22,1.23,0,0,3,0,7,1,2.86363636363636,0,5,1,0.0,0.5,0,1,1
1017,0,0,1,0,0,2,1,0,0,1,1.3,0,0,3,0,8.0,1,2.0,2,5,1,0.0,0.5,0,2,0
1040,0,0,1,0,0,2,1,3,0,1,0.53,5,0,2,0,12.0,1,3.0,1,1,1,1.5,0.666666666666667,0,1,1
704,1,0,1,0,0,1,3,0,1,13,0.18,2,50,4,0,7.0,1,1.71428571428571,0,1,1,0.5,0.5,0,3,4
205,8,0,1,1,3,1,1,0,0,2,0.24,1,90,2,0,9,1,3.5,1,1,1,2.91666666666667,0.5,0,2,0
623,2,0,1,1,0,4,2,0,6,10,0.62,1,83,3,0,2,1,3.58333333333333,1,1,1,1.73333333333333,0.0,0,3,1
1288,0,1,1,1,6,2,2,0,3,24,5.75,6,88,2,0,27,2,5.68,0,1,1,0.321428571428571,0.75,0,1,1
402,0,0,1,2,0,3,2,0,6,12,0.6,0,47,2,0,7,1,2.58333333333333,1,4,1,0.466666666666667,0.5,0,4,4
204,10,1,1,2,4,1,3,1,4,4,0.53,0,88,4,0,13.5,2,3.375,0,0,1,2.0,0.5,0,2,7
1268,1,1,2,9,6,1,5,0,11,22,2.06,2,85,3,0,0.5,2,5.08333333333333,0,2,1,1.43333333333333,0.333333333333333,0,1,2
727,0,0,1,0,0,5,2,1,3,18,0.5,0,90,2,0,24,2,3.73684210526316,1,4,1,1.09090909090909,1.0,0,1,2
738,1,0,1,3,1,4,1,0,0,2,0.53,3,33,2,0,19,1,6.0,2,5,1,0.6,1.0,0,1,3
377,1,0,3,0,3,2,3,0,3,9,0.21,0,50,2,0,16,2,2.7,0,1,1,1.35714285714286,0.5,0,3,7
925,7,0,1,0,0,4,2,0,7,12,0.34,0,83,2,0,21.5,1,3.26315789473684,1,1,1,1.36363636363636,0.714285714285714,0,1,3
1031,0,0,3,0,0,2,1,3,2,2,0.25,15,60,2,9.5,21,1,2.0,1,1,1,3.42857142857143,0.666666666666667,0,1,1
1128,0,0,1,0,0,1,1,2,1,6,1.21,0,12,2,3,0,1,2.125,1,1,1,0.0,0.666666666666667,0,2,0
407,0,0,1,0,0,1,1,7,1,2,1.41,0,33,2,0,3,1,9.77777777777778,1,1,1,0.0,0.375,0,6,2
452,0,6,1,0,0,2,5,0,17,17,1.14,0,88,4,1,5,1,3.0,0,0,1,0.344827586206897,0.8,0,1,1
1152,6,9,1,0,4,2,7,11,41,18.5,0.25,0,87,4,1,34,2,4.02325581395349,0,1,1,0.978723404255319,0.625,0,4,1
504,0,0,2,2,6,4,4,0,5,34,0.55,0,82,4,2,12,2,11.4705882352941,0,1,1,0.871794871794872,0.545454545454545,0,7,5
1195,1,5,1,0,4.5,3,4,3,8,4,0.8,1,66,2,9.5,6,1,4.53846153846154,0,1,1,0.722222222222222,0.714285714285714,0,1,1
720,0,0,1,2,0,0,1,2,2,14,0.22,0,75,2,0,21,1,3.25,1,1,1,0.166666666666667,0.666666666666667,0,2,2
1299,8,0,1,5,0,1,3,1,7,16,0.3,0,87,2,0,17,2,2.68,0,0,1,0.551724137931034,0.666666666666667,0,1,1
1283,4,0,1,0,0,1,3,0,5,9,0.31,1,61,2,0,25,2,3.30769230769231,0,1,1,0.294117647058824,0.75,0,1,0
1302,1,0,1,0,0,0,1,0,0,7,0.23,1,0,2,9.5,13,1,0.625,0,2,1,1.5,0.5,0,2,1
790,3,0,1,1,0,5,2,0,1,4,0.4,0,83,2,0,16,2,3.71428571428571,1,3,1,2.1,0.666666666666667,0,1,1
675,11,0,1,0,2,3,1,0,0,25.5,0.18,0,0,2,0,45,1,3.26923076923077,0,1,1,0.925925925925926,0.928571428571429,0,3,2
830,3,0,2,3,0,5,1,0,11.0,10,0.56,1,82,4,0,6,1,5.0,0,1,1,1.13333333333333,0.4,0,2,4
831,6,0,1,7,0,2,10,0,35,10.5,0.63,1,87,2,44.0,8.0,2,2.78787878787879,0,0,1,0.519480519480519,0.0,0,2,3
915,0,0,1,0,0,0,1,0,0,13,3.67,0,0,0,43.0,5,1,3.15384615384615,3,9,1,0.0,0.8,0,1,0
919,1,0,1,0,0,0,1,0,0,11,0.15,0.0,0,0,0.0,7,1,2.5,1,3,1,0.214285714285714,0.8,1,1,0
442,4,2,1,1,0,3,3,0,7.0,18,0.49,0,81,5,0,9,2,4.96969696969697,1,1,1,1.40540540540541,0.8,0,1,2
651,0,0,1,0,0,0,1,0,0,9,2.6,1,0,0,44.0,3,1,0.444444444444444,0,2,1,0.363636363636364,0.8,0,2,0
492,0,2,1,0,0,6,1,0,1,2,2.06,6,25,2,0,11,1,10.0,7,2,1,3.16666666666667,1.0,0,4,1
506,7,2,1,1,0,2,5,2,2.5,21,0.54,0,83,0,43.0,11,2,2.71875,0,1,1,0.631578947368421,0.333333333333333,0,3,1
463,2,7,1,14,16.0,5,4,3,3,32,0.56,1,94,3,5,10,2,6.20454545454545,1,1,1,1.12244897959184,0.0,0,1,10
194,0,1,1,0,18,5,3,0,4,10,0.51,14.0,12,0,44.0,9,2,4.27272727272727,2,2,1,0.933333333333333,0.333333333333333,0,4,3
901,1,0,1,0,0,4,1,1,4,5,0.27,3,100,2,9.5,21.5,1,11.2857142857143,1,4,1,0.888888888888889,0.3666666666666665,0,1,1
660,6,0,1,0,0,3,1,0,0,12,0.22,0,0,2,17.0,11.0,1,4.0,0,4,1,0.65,0.7083333333333335,0,2,1
662,6,0,1,0,1,1,1,0,1,13,0.2,1,78,0,9.5,9.5,1,4.68421052631579,0,1,1,1.42857142857143,0.3666666666666665,0,2,2
1052,0,0,1,0,0,1,1,1,4,7,0.85,3,78,2,17.0,16,1,1.875,0,1,1,0.3,0.666666666666667,0,1,1
678,5,0,2,0,0,2,3,0,3,17,3.67,5,0,0,0,5.5,2,3.0,0,1,1,2.0,0.8,0,1,1
680,2,0,1,0,0,0,1,0,0,6,1.23,1,0,0,0,4.5,1,2.625,0,4,1,1.7,0.8,0,3,0
666,3,0,1,0,0,3,5,0,13,17,0.23,0,70,2,44.0,7.0,2,3.8,1,2,1,1.84615384615385,0.5357142857142855,0,1,1
1267,0,0,1,0,0,7,1,0,0,2,0.44,7,0,0,44.0,4.5,1,3.0,1,11,1,0.0,0.8,0,1,0
1264,0,10,1,4,4,1,9,0,9.0,29,0.13,1,74,3,0,25.0,2,3.48717948717949,0,1,1,0.959183673469388,0.125,0,1,0
696,1,1,1,2,0,1,4,0,8,8,0.3,2,62,3,44.0,9.0,1,3.0,0,0,1,0.933333333333333,0.125,0,1,0
1116,3,0,1,0,0,5,3,1,9,4,0.32,0,62,2,0,29,2,6.125,1,2,1,0.833333333333333,0.571428571428571,0,2,1
745,1,0,1,0,0,2,1,0,1,2,0.33,0,66,1,0.0,9.5,1,4.0,0,5,1,0.0,0.964285714285714,0,5,1
424,7,1,1,2,5,5,8,1,50,9,0.38,0,78,4,9.5,13.5,1,6.55555555555556,0,1,1,1.25925925925926,0.714285714285714,0,2,2
747,3,0,1,0,2,4,2,1,0,11,0.42,1,0,3,1.0,17.5,2,2.53333333333333,0,1,1,0.444444444444444,0.125,0,6,2
927,0,3,1,1,0,1,1,0,7,12,0.26,1,86,4,0,4.5,2,4.8,2,0,55.0,0.863636363636364,0.333333333333333,0,2,1
1312,0,6,1,0,0,1,1,0,1,4,0.21,0,40,2,0,34.5,1,2.5,0,16.5,1,1.58333333333333,0.5357142857142855,0,2,0
197,6,0,2,0,2,1,2,0,9,10,2.6,1,80,4,0,4.0,2,4.75,9,1,1,2.0,0.333333333333333,0,3,2
820,3,0,1,0,0,0,1,0,4.0,11,0.27,9.5,80,0,44.0,8,1,3.5,0,1,1,0.8125,0.333333333333333,0,2,1
753,0,0,1,1,0,4,2,0,3,19,0.27,3,60,3,14.5,4.0,2,3.68421052631579,0,1,1,0.0,0.125,0,7,3
920,1,0,1,0,0,0,1,1,0,7,1.23,14.0,0,0,0,2.5,1,3.55555555555556,2,4,1,0.0,0.333333333333333,0,2,0
498,15,0,1,12,5,4,4,22,36,46,0.39,0,100,4,22.0,35.0,2,6.93975903614458,0,0,1,1.01136363636364,0.25,0,5,1
929,2,1.5,1,0,0,4,4,1,19,24,0.36,3,100,2,0,22.0,2,2.77777777777778,0,13.5,1,0.59375,0.0,0,2,4
201,6,2,2,7,4,4,4,0,17,11,0.6,0.0,72,3,9.5,28.0,1,4.05263157894737,1,1,1,1.125,0.0,0,4,4
406,0,0,1,0,0,1,1,1,1,3,2.91,15.0,0,0,4.5,0,1,21.75,1,1,1,0.0,0.333333333333333,0,5,1
1292,0,0,1,0,0,5,1,0,0,1,0.42,0,0,3,0,2.5,1,6.0,6,0.5,1,0.0,0.75,0,2,0
432,12,14.0,1,20,0,1,8,0,5.0,3,0.34,1,95,2,5.0,38,2,5.40860215053763,0,0,1,0.784313725490196,0.0,0,1,2
437,12,8,1,0,0,1,3,1,15,17,1.23,14.0,79,5,0,3.5,2,6.73684210526316,0,1,1,1.16666666666667,0.333333333333333,0,3,5
459,0,1,1,0,0,1,4,7,13,16.0,0.27,15.0,87,5,1,4.5,2,2.65,0,1,1,0.784615384615385,0.333333333333333,0,5,3
467,4,33,1,2,10,1,5,10,4.0,41,0.24,9.5,92,5,1,4.0,2,6.02272727272727,0,1,1,0.851063829787234,0.333333333333333,0,4,8
