test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
6.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,55.0,1.0,0.0,1.0,1.3,0.0,58.0,2.0,0.0,2.0,1.0,1.7,0.0,0.0,0.0,68.0,0.5,0.0,1.0,0.0,0.8921482929702945,0.1078517070297055
7.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,187.0,1.0,2.0,4.0,1.2,1.0,87.0,5.0,17.0,10.0,2.0,4.5,1.0,1.0,0.0,233.0,0.3,0.0,1.0,0.0,0.936292765526664,0.063707234473336
8.0,0.0,0.0,0.0,1.0,4.0,9.0,2.0,105.0,2.0,3.0,2.0,1.6,0.0,100.0,4.0,0.0,6.0,1.0,2.8,1.0,2.0,0.0,187.0,0.3,0.0,3.0,1.0,0.9636249079308836,0.0363750920691164
185.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,104.0,12.0,4.0,0.0,0.5,0.0,100.0,9.0,0.0,23.0,2.0,1.2,0.0,1.0,0.0,30.0,0.5,0.0,3.0,5.0,0.8491923084025518,0.1508076915974482
187.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,318.0,1.0,4.0,7.0,2.2,0.0,79.0,3.0,0.0,7.0,1.0,5.1,0.0,1.0,0.0,112.0,0.4,0.0,4.0,1.0,0.8970021694645675,0.1029978305354325
238.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,341.0,9.0,16.0,6.0,1.0,0.0,100.0,7.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,910.0,0.3,0.0,2.0,2.0,0.9577086227868642,0.0422913772131357
264.0,0.0,0.0,0.0,1.0,10.0,7.0,2.0,371.0,1.0,2.0,2.0,1.2,0.0,73.0,1.0,1.0,5.0,2.0,2.8,1.0,1.0,0.0,0.0,0.5,0.0,1.0,3.0,0.9921890353012874,0.0078109646987126
272.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,187.0,1.0,2.0,4.0,1.2,1.0,87.0,5.0,17.0,10.0,2.0,4.5,1.0,1.0,0.0,233.0,0.3,0.0,1.0,0.0,0.936292765526664,0.063707234473336
279.0,0.0,4.0,1.0,1.0,11.0,7.0,1.0,217.0,2.0,0.0,0.0,1.4,0.0,100.0,4.0,0.0,3.0,1.0,2.5,0.0,1.0,0.0,2.0,0.3,0.0,1.0,4.0,0.5158483811040144,0.4841516188959855
291.0,0.0,0.0,3.0,1.0,0.0,6.0,1.0,341.0,9.0,16.0,6.0,1.0,0.0,100.0,7.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,910.0,0.3,0.0,2.0,2.0,0.9577086227868642,0.0422913772131357
292.0,0.0,2.0,1.0,1.0,0.0,7.0,2.0,271.0,12.0,17.0,1.0,0.9,0.0,100.0,7.0,2.0,7.0,2.0,2.5,1.0,0.0,0.0,624.0,0.5,0.0,1.0,5.0,0.8052777341717692,0.1947222658282307
365.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,354.0,1.0,4.0,7.0,2.5,0.0,79.0,3.0,0.0,7.0,1.0,5.0,0.0,1.0,0.0,112.0,0.4,0.0,4.0,2.0,0.8741131193376845,0.1258868806623155
371.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,241.0,6.0,3.0,7.0,1.2,0.0,100.0,6.0,8.0,10.0,2.0,2.4,0.0,0.0,0.0,31.0,0.5,0.0,2.0,1.0,0.9309448863518685,0.0690551136481315
396.0,0.0,0.0,4.0,1.0,0.0,6.0,2.0,334.0,2.0,11.0,6.0,1.0,0.0,100.0,2.0,20.0,39.0,2.0,3.0,0.0,0.0,0.0,269.0,0.4,3.0,4.0,4.0,0.7899584257857866,0.2100415742142134
416.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,187.0,1.0,2.0,4.0,1.2,1.0,87.0,5.0,17.0,10.0,2.0,4.5,1.0,1.0,0.0,233.0,0.3,0.0,1.0,0.0,0.936292765526664,0.063707234473336
468.0,0.0,1.0,0.0,1.0,0.0,10.0,4.0,74.0,1.0,0.0,1.0,1.0,1.0,66.0,2.0,0.0,3.0,1.0,3.3,0.0,2.0,0.0,48.0,0.5,0.0,4.0,1.0,0.9171293750856068,0.082870624914393
474.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,33.0,1.0,0.0,0.0,2.8,0.0,100.0,7.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,50.0,0.3,0.0,3.0,0.0,0.9892162090811027,0.0107837909188971
493.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,354.0,1.0,4.0,7.0,2.5,0.0,79.0,3.0,0.0,7.0,1.0,5.0,0.0,1.0,0.0,112.0,0.4,0.0,4.0,2.0,0.8741131193376845,0.1258868806623155
515.0,0.0,0.0,0.0,1.0,33.0,16.0,2.0,657.0,1.0,0.0,0.0,1.9,0.0,94.0,1.0,0.0,1.0,1.0,2.1,0.0,1.0,0.0,0.0,0.5,0.0,2.0,3.0,0.9923408315415014,0.0076591684584985
516.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,136.0,3.0,3.0,2.0,1.0,1.0,83.0,4.0,1.0,6.0,2.0,1.7,0.0,1.0,0.0,40.0,0.3,0.0,4.0,2.0,0.8830630335133124,0.1169369664866876
534.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,506.0,1.0,0.0,38.0,1.2,0.0,97.0,1.0,0.0,1.0,2.0,1.8,1.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,0.9904186596085186,0.0095813403914814
538.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,225.0,2.0,0.0,5.0,0.8,0.0,86.0,1.0,0.0,2.0,2.0,1.8,0.0,1.0,0.0,73.0,0.3,0.0,3.0,5.0,0.9458183389640948,0.0541816610359052
549.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,299.0,3.0,2.0,0.0,1.9,0.0,100.0,3.0,1.0,13.0,2.0,4.3,0.0,1.0,0.0,291.0,0.3,0.0,1.0,0.0,0.9081825856949696,0.0918174143050302
563.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,104.0,12.0,4.0,0.0,0.5,0.0,100.0,9.0,0.0,23.0,2.0,1.2,0.0,1.0,0.0,30.0,0.5,0.0,3.0,5.0,0.8491923084025518,0.1508076915974482
569.0,0.0,3.0,0.0,2.0,0.0,9.0,3.0,165.0,1.0,3.0,4.0,0.6,2.0,75.0,1.0,0.0,32.0,1.0,4.8,0.0,1.0,0.0,87.0,0.3,0.0,2.0,6.0,0.7663462793039302,0.2336537206960698
582.0,0.0,1.0,0.0,1.0,0.0,10.0,4.0,74.0,1.0,0.0,1.0,1.0,1.0,66.0,2.0,0.0,3.0,1.0,3.3,0.0,2.0,0.0,48.0,0.5,0.0,4.0,1.0,0.9171293750856068,0.082870624914393
583.0,0.0,1.0,0.0,1.0,0.0,10.0,4.0,74.0,1.0,0.0,1.0,1.0,1.0,66.0,2.0,0.0,3.0,1.0,3.3,0.0,2.0,0.0,48.0,0.5,0.0,4.0,1.0,0.9171293750856068,0.082870624914393
