test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
39,0,6.0,1.0,1.0,5.0,3.0,9.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5277097874960001,0.472290212504
39,1,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,63.0,9.0,4.74534161490683,32.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5614912592722862,0.4385087407277138
39,2,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,15.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,26.0,0.454545454545455,0.0,3.0,1.0,0.5608587465800013,0.43914125341999855
39,3,6.0,1.0,1.0,46.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,64.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5615551376103045,0.4384448623896955
39,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,36.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5581509060106938,0.4418490939893063
39,5,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,13.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,1.0,3.0,1.0,0.5614949893255775,0.4385050106744225
39,6,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,6.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,0.0,0.539664438406485,0.4603355615935149
39,7,6.0,43.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,2.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5597836923194025,0.44021630768059744
39,8,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,2.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,2.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5476153382820628,0.45238466171793723
39,9,6.0,1.0,1.0,80.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,14.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5615551376315144,0.4384448623684855
39,10,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,119.0,0.77,15.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.557158850800816,0.442841149199184
39,11,6.0,1.0,1.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,37.0,30.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5603814454463991,0.43961855455360094
