test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
39,0,6.0,1.0,4.0,5.0,3.0,4.0,13.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,5.0,1.0,0.5614123099563321,0.43858769004366793
39,1,6.0,1.0,4.0,5.0,3.0,4.0,11.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.8,0.0,3.0,1.0,0.5607429898780057,0.4392570101219941
39,2,6.0,1.0,4.0,5.0,3.0,4.0,12.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,5.0,1.0,0.56122435199614,0.43877564800386
39,3,6.0,1.0,1.0,5.0,3.0,4.0,13.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,1.0,1.0,0.5583787781202959,0.4416212218797042
39,4,6.0,1.0,1.0,5.0,3.0,4.0,9.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,4.0,3.0,0.5164394408222368,0.4835605591777632
39,5,6.0,1.0,1.0,5.0,3.0,4.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,4.0,3.0,0.53690084532848,0.46309915467151985
39,6,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.6,0.0,3.0,1.0,0.5383864482690571,0.4616135517309429
39,7,6.0,1.0,0.0,5.0,3.0,4.0,13.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.8,0.0,3.0,1.0,0.5589759318030126,0.4410240681969873
39,8,6.0,1.0,4.0,5.0,3.0,4.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.6,0.0,3.0,1.0,0.559775365400429,0.440224634599571
39,9,6.0,1.0,1.0,5.0,3.0,4.0,12.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,1.0,1.0,0.5541882143718792,0.44581178562812074
39,10,6.0,1.0,1.0,5.0,3.0,4.0,13.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5575489557259204,0.4424510442740795
39,11,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.1,0.0,5.0,1.0,0.5484020285321888,0.45159797146781133
39,12,6.0,1.0,1.0,5.0,3.0,4.0,14.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.4,0.0,3.0,2.0,0.5601454868918904,0.4398545131081098
39,13,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.3,0.0,3.0,4.0,0.5532302808342153,0.44676971916578473
39,14,6.0,1.0,4.0,5.0,3.0,4.0,8.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,5.0,1.0,0.5572728222363108,0.44272717776368936
39,15,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.3,0.0,5.0,1.0,0.544933208223764,0.4550667917762358
39,16,6.0,1.0,0.0,5.0,3.0,4.0,12.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.3,0.0,3.0,1.0,0.5555270377361888,0.44447296226381106
39,17,6.0,1.0,1.0,5.0,3.0,4.0,14.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.3,0.0,3.0,3.0,0.5605850525150381,0.4394149474849619
39,18,6.0,1.0,1.0,5.0,3.0,4.0,9.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,1.0,0.0,4.0,1.0,0.5128883758594479,0.48711162414055204
39,19,6.0,1.0,1.0,5.0,3.0,4.0,14.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,4.0,3.0,0.5605569558165893,0.4394430441834108
39,20,6.0,1.0,4.0,5.0,3.0,4.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5597910286859583,0.44020897131404174
39,21,6.0,1.0,1.0,5.0,3.0,4.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,1.0,0.0,0.5333666546845628,0.4666333453154373
39,22,6.0,1.0,1.0,5.0,3.0,4.0,13.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.6,0.0,5.0,1.0,0.5583567691439472,0.4416432308560526
39,23,6.0,1.0,0.0,5.0,3.0,4.0,12.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,1.0,1.0,0.5563380615904543,0.44366193840954554
39,24,6.0,1.0,2.0,5.0,3.0,4.0,9.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.1,0.0,3.0,1.0,0.5245309548565315,0.47546904514346866
39,25,6.0,1.0,4.0,5.0,3.0,4.0,8.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,4.0,0.5594075148532421,0.4405924851467579
39,26,6.0,1.0,1.0,5.0,3.0,4.0,8.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.0,0.0,3.0,3.0,0.5120732058973698,0.48792679410262996
39,27,6.0,1.0,1.0,5.0,3.0,4.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.3,0.0,3.0,1.0,0.5253644632342261,0.47463553676577397
39,28,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.8,0.0,5.0,1.0,0.5450647573321769,0.4549352426678231
39,29,6.0,1.0,4.0,5.0,3.0,4.0,7.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5531433806566072,0.4468566193433927
39,30,6.0,1.0,2.0,5.0,3.0,4.0,13.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5587171192823924,0.44128288071760763
39,31,6.0,1.0,1.0,5.0,3.0,4.0,14.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.1,0.0,3.0,1.0,0.5603973874438734,0.4396026125561266
39,32,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.1,0.0,3.0,1.0,0.5449179062439228,0.4550820937560772
39,33,6.0,1.0,4.0,5.0,3.0,4.0,2.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.9,0.0,3.0,4.0,0.5541126823640751,0.445887317635925
39,34,6.0,1.0,3.0,5.0,3.0,4.0,10.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,3.0,0.55499444398255,0.4450055560174501
39,35,6.0,1.0,4.0,5.0,3.0,4.0,12.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.454545454545455,0.0,3.0,1.0,0.5611372170707506,0.43886278292924935
39,36,6.0,1.0,1.0,5.0,3.0,4.0,14.0,6.0,21.0,59.0,133.0,0.77,0.0,97.0,1.0,2.0,59.0,9.0,4.74534161490683,0.0,0.0,0.0,11.0,0.5,0.0,5.0,1.0,0.5602791181564591,0.4397208818435408
